event_id,ubid,source_system,source_record_id,event_type,event_date,event_outcome,event_note
EVT-0001173,KA-BLRU-560085-000237,KSPCB,PCB/BLRU/CTE/2016/00101,TAX_FILING,2025-11-20,APPROVED,tax return or filing activity signal - APPROVED
EVT-0000173,KA-MYS-570018-000033,GST,GST-KA-MYS-2015-000025,INSPECTION,2025-11-19,OK,department inspection or site verification event - OK
EVT-0000645,KA-BLRR-562110-000128,SHOP,KAR-SHOP-BLRR-2021-000086,INSPECTION,2025-11-19,OK,department inspection or site verification event - OK
EVT-0000981,KA-BLRR-562157-000200,KSPCB,PCB/BLRR/CTE/2025/00088,INSPECTION,2025-11-19,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000035,KA-BLRU-560100-000008,UDYAM,UDYAM-KR-BLRU-2018-000004,RENEWAL,2025-11-18,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0001318,KA-BLRU-560102-000266,BBMP,BBMP-TL-BOMM-2022-000105,RENEWAL,2025-11-18,OK,licence/registration renewal event captured - OK
EVT-0000925,KA-BLRU-560029-000188,LABOUR,LAB-KA-BLRU-2023-000090,INSPECTION,2025-11-17,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001475,KA-BLRU-560100-000300,KSPCB,PCB/BLRU/CTO/2017/00134,COMPLAINT,2025-11-17,OPEN,citizen/department complaint signal - OPEN
EVT-0000025,KA-MYS-570001-000006,FACTORY,KFBIS-FAC-MYS-2018-000003,RENEWAL,2025-11-16,OK,licence/registration renewal event captured - OK
EVT-0000183,KA-BLRU-560102-000035,UDYAM,UDYAM-KR-BLRU-2025-000019,COMPLAINT,2025-11-16,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000300,KA-BLRU-560043-000058,KSPCB,PCB/BLRU/CTO/2017/00023,COMPLAINT,2025-11-16,OPEN,citizen/department complaint signal - OPEN
EVT-0000227,KA-TUM-572106-000045,UDYAM,UDYAM-KR-TUM-2025-000024,ADDRESS_UPDATE,2025-11-15,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0000734,KA-MYS-570016-000147,LABOUR,LAB-KA-MYS-2024-000069,ADDRESS_UPDATE,2025-11-15,OK,address correction or amendment signal - OK
EVT-0000161,KA-BLRR-561203-000032,LABOUR,LAB-KA-BLRR-2021-000017,ADDRESS_UPDATE,2025-11-14,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000509,KA-BLRU-560043-000100,BBMP,BBMP-TL-EAST-2019-000037,COMPLAINT,2025-11-14,OPEN,citizen/department complaint signal - OPEN
EVT-0001094,KA-MYS-570016-000223,FACTORY,KFBIS-FAC-MYS-2015-000103,INSPECTION,2025-11-12,PENDING,department inspection or site verification event - PENDING
EVT-0000036,KA-BLRU-560100-000008,SHOP,KAR-SHOP-BLRU-2024-000005,COMPLAINT,2025-11-11,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000095,KA-BLRU-560066-000018,SHOP,KAR-SHOP-BLRU-2015-000012,TAX_FILING,2025-11-11,PENDING,tax return or filing activity signal - PENDING
EVT-0000676,KA-BLRU-560043-000134,UDYAM,UDYAM-KR-BLRU-2023-000065,TAX_FILING,2025-11-11,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001414,KA-BLRU-560043-000287,LABOUR,LAB-KA-BLRU-2025-000140,COMPLAINT,2025-11-11,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000162,KA-BLRR-561203-000032,SHOP,KAR-SHOP-BLRR-2022-000022,RENEWAL,2025-11-10,OK,licence/registration renewal event captured - OK
EVT-0000873,KA-BLRU-560085-000175,GST,GST-KA-BLRU-2023-000136,COMPLAINT,2025-11-10,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000912,KA-BLRU-560066-000184,GST,GST-KA-BLRU-2021-000143,TAX_FILING,2025-11-10,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001269,KA-BLRU-560078-000258,FACTORY,KFBIS-FAC-BLRU-2020-000116,TAX_FILING,2025-11-10,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000733,KA-MYS-570016-000147,BBMP,BBMP-TL-NORT-2019-000054,TAX_FILING,2025-11-09,PENDING,tax return or filing activity signal - PENDING
EVT-0001161,KA-BLRU-560064-000234,UDYAM,UDYAM-KR-BLRU-2019-000114,ADDRESS_UPDATE,2025-11-07,NOTICE,address correction or amendment signal - NOTICE
EVT-0000158,KA-BLRR-561203-000032,LABOUR,LAB-KA-BLRR-2021-000017,TAX_FILING,2025-11-06,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001188,KA-BLRU-560066-000241,SHOP,KAR-SHOP-BLRU-2023-000160,COMPLAINT,2025-11-06,OPEN,citizen/department complaint signal - OPEN
EVT-0001453,KA-BLRU-560058-000296,KSPCB,PCB/BLRU/CTO/2020/00132,ADDRESS_UPDATE,2025-11-06,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0001481,KA-BLRU-560059-000302,GST,GST-KA-BLRU-2016-000242,RENEWAL,2025-11-06,PENDING,licence/registration renewal event captured - PENDING
EVT-0001509,KA-BLRU-560058-000308,SHOP,KAR-SHOP-BLRU-2024-000209,INSPECTION,2025-11-06,NOTICE,department inspection or site verification event - NOTICE
EVT-0000191,KA-BLRR-562114-000037,SHOP,KAR-SHOP-BLRR-2024-000025,COMPLAINT,2025-11-05,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000032,KA-BLRU-560100-000008,SHOP,KAR-SHOP-BLRU-2024-000005,RENEWAL,2025-11-03,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000041,KA-BLRR-562114-000009,KSPCB,PCB/BLRR/CTE/2019/00005,ADDRESS_UPDATE,2025-11-03,PENDING,address correction or amendment signal - PENDING
EVT-0000048,KA-BLRU-560076-000011,LABOUR,LAB-KA-BLRU-2020-000004,INSPECTION,2025-11-03,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000921,KA-BLRU-560001-000186,SHOP,KAR-SHOP-BLRU-2015-000125,INSPECTION,2025-11-03,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0001034,KA-TUM-572101-000211,GST,GST-KA-TUM-2025-000162,INSPECTION,2025-11-03,NOTICE,department inspection or site verification event - NOTICE
EVT-0001110,KA-BLRU-560066-000226,LABOUR,LAB-KA-BLRU-2019-000114,RENEWAL,2025-11-03,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0000101,KA-BLRR-562110-000019,FACTORY,KFBIS-FAC-BLRR-2016-000008,INSPECTION,2025-11-02,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000160,KA-BLRR-561203-000032,LABOUR,LAB-KA-BLRR-2021-000017,TAX_FILING,2025-11-02,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000846,KA-BLRU-560066-000170,KSPCB,PCB/BLRU/CTO/2023/00077,INSPECTION,2025-11-02,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001159,KA-BLRU-560064-000234,SHOP,KAR-SHOP-BLRU-2021-000153,RENEWAL,2025-11-02,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0001521,KA-BLRU-560066-000311,UDYAM,UDYAM-KR-BLRU-2018-000157,TAX_FILING,2025-11-02,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000149,KA-BLRU-560064-000029,GST,GST-KA-BLRU-2025-000021,COMPLAINT,2025-11-01,OPEN,citizen/department complaint signal - OPEN
EVT-0000695,KA-BLRU-560037-000139,SHOP,KAR-SHOP-BLRU-2019-000093,TAX_FILING,2025-11-01,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001252,KA-BLRU-560068-000252,BBMP,BBMP-TL-SOUT-2021-000097,COMPLAINT,2025-11-01,OPEN,citizen/department complaint signal - OPEN
EVT-0000170,KA-MYS-570018-000033,SHOP,KAR-SHOP-MYS-2021-000023,COMPLAINT,2025-10-31,OPEN,citizen/department complaint signal - OPEN
EVT-0000216,KA-TUM-572101-000043,GST,GST-KA-TUM-2018-000033,TAX_FILING,2025-10-31,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001147,KA-BLRR-562157-000232,KSPCB,PCB/BLRR/CTE/2018/00099,RENEWAL,2025-10-30,APPROVED,licence/registration renewal event captured - APPROVED
EVT-0001507,KA-BLRU-560102-000307,KSPCB,PCB/BLRU/CTE/2019/00137,INSPECTION,2025-10-30,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001112,KA-BLRU-560066-000226,GST,GST-KA-BLRU-2016-000176,INSPECTION,2025-10-29,NOTICE,department inspection or site verification event - NOTICE
EVT-0001148,KA-BLRR-562157-000232,LABOUR,LAB-KA-BLRR-2023-000118,RENEWAL,2025-10-29,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0001508,KA-BLRU-560058-000308,GST,GST-KA-BLRU-2020-000246,RENEWAL,2025-10-28,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0000142,KA-MYS-570016-000028,BBMP,BBMP-TL-NORT-2025-000010,INSPECTION,2025-10-27,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001271,KA-BLRU-560078-000258,LABOUR,LAB-KA-BLRU-2015-000126,RENEWAL,2025-10-27,OK,licence/registration renewal event captured - OK
EVT-0000257,KA-BLRU-560076-000051,UDYAM,UDYAM-KR-BLRU-2025-000028,RENEWAL,2025-10-26,OK,licence/registration renewal event captured - OK
EVT-0000776,KA-BLRU-560085-000156,LABOUR,LAB-KA-BLRU-2019-000075,TAX_FILING,2025-10-26,PENDING,tax return or filing activity signal - PENDING
EVT-0000641,KA-BLRR-562110-000128,SHOP,KAR-SHOP-BLRR-2021-000086,ADDRESS_UPDATE,2025-10-25,NOTICE,address correction or amendment signal - NOTICE
EVT-0000844,KA-BLRU-560066-000170,FACTORY,KFBIS-FAC-BLRU-2019-000081,INSPECTION,2025-10-25,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001111,KA-BLRU-560066-000226,GST,GST-KA-BLRU-2016-000176,INSPECTION,2025-10-24,PENDING,department inspection or site verification event - PENDING
EVT-0001505,KA-BLRU-560102-000307,KSPCB,PCB/BLRU/CTE/2019/00137,INSPECTION,2025-10-23,PENDING,department inspection or site verification event - PENDING
EVT-0000167,KA-MYS-570018-000033,GST,GST-KA-MYS-2015-000025,COMPLAINT,2025-10-22,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000543,KA-BLRU-560064-000108,UDYAM,UDYAM-KR-BLRU-2023-000053,ADDRESS_UPDATE,2025-10-22,NOTICE,address correction or amendment signal - NOTICE
EVT-0000855,KA-BLRU-560024-000172,SHOP,KAR-SHOP-BLRU-2024-000116,INSPECTION,2025-10-22,NOTICE,department inspection or site verification event - NOTICE
EVT-0000027,KA-BLRU-560102-000007,SHOP,KAR-SHOP-BLRU-2022-000004,TAX_FILING,2025-10-21,OK,tax return or filing activity signal - OK
EVT-0000545,KA-BLRU-560064-000108,FACTORY,KFBIS-FAC-BLRU-2023-000053,INSPECTION,2025-10-21,PENDING,department inspection or site verification event - PENDING
EVT-0001098,KA-BLRU-560076-000224,GST,GST-KA-BLRU-2024-000174,RENEWAL,2025-10-20,APPROVED,licence/registration renewal event captured - APPROVED
EVT-0001114,KA-BLRU-560034-000227,LABOUR,LAB-KA-BLRU-2016-000115,TAX_FILING,2025-10-20,OK,tax return or filing activity signal - OK
EVT-0000084,KA-BLRR-562110-000017,LABOUR,LAB-KA-BLRR-2019-000008,RENEWAL,2025-10-19,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000217,KA-TUM-572101-000043,GST,GST-KA-TUM-2018-000033,ADDRESS_UPDATE,2025-10-19,PENDING,address correction or amendment signal - PENDING
EVT-0000854,KA-BLRU-560024-000172,LABOUR,LAB-KA-BLRU-2025-000082,INSPECTION,2025-10-19,PENDING,department inspection or site verification event - PENDING
EVT-0000805,KA-BLRU-560037-000162,SHOP,KAR-SHOP-BLRU-2025-000108,COMPLAINT,2025-10-18,OPEN,citizen/department complaint signal - OPEN
EVT-0001120,KA-BLRU-560034-000227,GST,GST-KA-BLRU-2023-000177,INSPECTION,2025-10-17,APPROVED,department inspection or site verification event - APPROVED
EVT-0001160,KA-BLRU-560064-000234,GST,GST-KA-BLRU-2025-000182,INSPECTION,2025-10-17,PENDING,department inspection or site verification event - PENDING
EVT-0000031,KA-BLRU-560102-000007,SHOP,KAR-SHOP-BLRU-2022-000004,ADDRESS_UPDATE,2025-10-16,PENDING,address correction or amendment signal - PENDING
EVT-0000064,KA-MYS-570001-000013,BBMP,BBMP-TL-CENT-2021-000003,ADDRESS_UPDATE,2025-10-16,OK,address correction or amendment signal - OK
EVT-0001156,KA-BLRU-560064-000234,UDYAM,UDYAM-KR-BLRU-2019-000114,INSPECTION,2025-10-15,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000282,KA-BLRU-560078-000056,SHOP,KAR-SHOP-BLRU-2015-000041,TAX_FILING,2025-10-14,APPROVED,tax return or filing activity signal - APPROVED
EVT-0001224,KA-BLRR-562110-000247,KSPCB,PCB/BLRR/CTE/2019/00108,INSPECTION,2025-10-14,APPROVED,department inspection or site verification event - APPROVED
EVT-0001267,KA-BLRU-560064-000257,FACTORY,KFBIS-FAC-BLRU-2019-000115,TAX_FILING,2025-10-14,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001325,KA-BLRU-560066-000268,KSPCB,PCB/BLRU/CTE/2022/00120,RENEWAL,2025-10-14,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000121,KA-BLRU-560085-000024,SHOP,KAR-SHOP-BLRU-2018-000016,ADDRESS_UPDATE,2025-10-13,PENDING,address correction or amendment signal - PENDING
EVT-0001567,KA-BLRU-560066-000321,SHOP,KAR-SHOP-BLRU-2016-000215,RENEWAL,2025-10-12,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0000258,KA-BLRU-560076-000051,KSPCB,PCB/BLRU/CTO/2021/00019,COMPLAINT,2025-10-11,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000575,KA-BLRU-560001-000113,LABOUR,LAB-KA-BLRU-2025-000056,ADDRESS_UPDATE,2025-10-11,PENDING,address correction or amendment signal - PENDING
EVT-0001201,KA-BLRU-560001-000243,GST,GST-KA-BLRU-2017-000191,TAX_FILING,2025-10-11,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000059,KA-MYS-570001-000013,SHOP,KAR-SHOP-MYS-2015-000009,COMPLAINT,2025-10-10,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000432,KA-BLRU-560100-000083,UDYAM,UDYAM-KR-BLRU-2025-000043,TAX_FILING,2025-10-10,OK,tax return or filing activity signal - OK
EVT-0000781,KA-BLRU-560059-000157,FACTORY,KFBIS-FAC-BLRU-2020-000077,COMPLAINT,2025-10-09,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001171,KA-BLRU-560085-000237,SHOP,KAR-SHOP-BLRU-2015-000156,COMPLAINT,2025-10-09,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001383,KA-MYS-570016-000280,GST,GST-KA-MYS-2022-000222,ADDRESS_UPDATE,2025-10-09,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000705,KA-BLRR-562157-000142,BBMP,BBMP-TL-BENG-2019-000051,INSPECTION,2025-10-08,OK,department inspection or site verification event - OK
EVT-0000849,KA-BLRU-560066-000170,SHOP,KAR-SHOP-BLRU-2018-000114,TAX_FILING,2025-10-08,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001470,KA-BLRU-560100-000300,FACTORY,KFBIS-FAC-BLRU-2021-000132,RENEWAL,2025-10-08,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0001476,KA-BLRU-560100-000300,FACTORY,KFBIS-FAC-BLRU-2021-000132,ADDRESS_UPDATE,2025-10-08,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0001538,KA-BLRU-560064-000315,LABOUR,LAB-KA-BLRU-2018-000154,COMPLAINT,2025-10-08,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0001570,KA-BLRU-560066-000321,SHOP,KAR-SHOP-BLRU-2016-000215,ADDRESS_UPDATE,2025-10-08,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000271,KA-BLRU-560037-000054,GST,GST-KA-BLRU-2020-000042,RENEWAL,2025-10-07,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0001227,KA-BLRR-562110-000247,SHOP,KAR-SHOP-BLRR-2022-000162,TAX_FILING,2025-10-07,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000192,KA-BLRR-562114-000037,GST,GST-KA-BLRR-2024-000029,COMPLAINT,2025-10-06,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000706,KA-BLRR-562157-000142,SHOP,KAR-SHOP-BLRR-2024-000095,TAX_FILING,2025-10-05,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000573,KA-BLRU-560001-000113,KSPCB,PCB/BLRU/CTE/2023/00051,COMPLAINT,2025-10-04,OPEN,citizen/department complaint signal - OPEN
EVT-0000193,KA-BLRR-562114-000037,GST,GST-KA-BLRR-2024-000029,INSPECTION,2025-10-03,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000511,KA-BLRU-560043-000100,KSPCB,PCB/BLRU/CTE/2020/00042,ADDRESS_UPDATE,2025-10-03,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0001253,KA-BLRU-560068-000252,SHOP,KAR-SHOP-BLRU-2023-000166,COMPLAINT,2025-10-02,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000790,KA-BLRU-560068-000158,GST,GST-KA-BLRU-2023-000121,ADDRESS_UPDATE,2025-10-01,APPROVED,address correction or amendment signal - APPROVED
EVT-0000060,KA-MYS-570001-000013,BBMP,BBMP-TL-CENT-2021-000003,RENEWAL,2025-09-30,OK,licence/registration renewal event captured - OK
EVT-0000194,KA-BLRU-560085-000038,UDYAM,UDYAM-KR-BLRU-2025-000020,COMPLAINT,2025-09-30,OPEN,citizen/department complaint signal - OPEN
EVT-0000512,KA-BLRU-560043-000100,BBMP,BBMP-TL-EAST-2019-000037,COMPLAINT,2025-09-30,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000597,KA-BLRU-560076-000118,FACTORY,KFBIS-FAC-BLRU-2025-000061,TAX_FILING,2025-09-30,OK,tax return or filing activity signal - OK
EVT-0000724,KA-BLRU-560043-000146,FACTORY,KFBIS-FAC-BLRU-2018-000073,ADDRESS_UPDATE,2025-09-30,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000926,KA-BLRU-560037-000189,BBMP,BBMP-TL-MAHA-2022-000072,INSPECTION,2025-09-30,NOTICE,department inspection or site verification event - NOTICE
EVT-0000165,KA-BLRR-561203-000032,GST,GST-KA-BLRR-2019-000024,RENEWAL,2025-09-29,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000378,KA-BLRU-560085-000074,FACTORY,KFBIS-FAC-BLRU-2018-000034,RENEWAL,2025-09-29,OK,licence/registration renewal event captured - OK
EVT-0000530,KA-BLRU-560100-000104,BBMP,BBMP-TL-BOMM-2019-000039,INSPECTION,2025-09-29,NOTICE,department inspection or site verification event - NOTICE
EVT-0000658,KA-MYS-570001-000131,UDYAM,UDYAM-KR-MYS-2018-000064,INSPECTION,2025-09-29,NOTICE,department inspection or site verification event - NOTICE
EVT-0000722,KA-BLRU-560043-000146,UDYAM,UDYAM-KR-BLRU-2016-000069,COMPLAINT,2025-09-29,OPEN,citizen/department complaint signal - OPEN
EVT-0001568,KA-BLRU-560066-000321,FACTORY,KFBIS-FAC-BLRU-2018-000141,RENEWAL,2025-09-27,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000124,KA-BLRU-560085-000024,SHOP,KAR-SHOP-BLRU-2018-000016,INSPECTION,2025-09-26,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000274,KA-BLRU-560059-000055,FACTORY,KFBIS-FAC-BLRU-2019-000024,RENEWAL,2025-09-26,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0001434,KA-BLRU-560076-000293,UDYAM,UDYAM-KR-BLRU-2024-000147,ADDRESS_UPDATE,2025-09-26,APPROVED,address correction or amendment signal - APPROVED
EVT-0000430,KA-BLRU-560100-000083,SHOP,KAR-SHOP-BLRU-2022-000058,RENEWAL,2025-09-25,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000798,KA-TUM-572106-000160,GST,GST-KA-TUM-2018-000123,INSPECTION,2025-09-25,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001117,KA-BLRU-560034-000227,KSPCB,PCB/BLRU/CTO/2017/00098,INSPECTION,2025-09-25,PENDING,department inspection or site verification event - PENDING
EVT-0001328,KA-BLRU-560066-000268,SHOP,KAR-SHOP-BLRU-2019-000177,ADDRESS_UPDATE,2025-09-25,APPROVED,address correction or amendment signal - APPROVED
EVT-0000602,KA-BLRU-560076-000118,SHOP,KAR-SHOP-BLRU-2015-000078,COMPLAINT,2025-09-24,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0001000,KA-MYS-570016-000205,UDYAM,UDYAM-KR-MYS-2020-000099,INSPECTION,2025-09-24,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0001273,KA-BLRU-560078-000258,GST,GST-KA-BLRU-2024-000204,INSPECTION,2025-09-24,NOTICE,department inspection or site verification event - NOTICE
EVT-0000673,KA-MYS-570001-000133,KSPCB,PCB/MYS/CTE/2017/00059,TAX_FILING,2025-09-23,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001296,KA-MYS-570001-000263,FACTORY,KFBIS-FAC-MYS-2017-000118,ADDRESS_UPDATE,2025-09-23,APPROVED,address correction or amendment signal - APPROVED
EVT-0000049,KA-BLRU-560076-000011,SHOP,KAR-SHOP-BLRU-2025-000008,ADDRESS_UPDATE,2025-09-22,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0000836,KA-MYS-570001-000169,UDYAM,UDYAM-KR-MYS-2021-000081,ADDRESS_UPDATE,2025-09-22,PENDING,address correction or amendment signal - PENDING
EVT-0000918,KA-BLRU-560001-000186,UDYAM,UDYAM-KR-BLRU-2016-000089,ADDRESS_UPDATE,2025-09-22,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0001145,KA-TUM-572101-000231,GST,GST-KA-TUM-2017-000179,TAX_FILING,2025-09-22,APPROVED,tax return or filing activity signal - APPROVED
EVT-0000778,KA-BLRU-560085-000156,UDYAM,UDYAM-KR-BLRU-2024-000072,ADDRESS_UPDATE,2025-09-21,PENDING,address correction or amendment signal - PENDING
EVT-0001071,KA-BLRR-562157-000219,FACTORY,KFBIS-FAC-BLRR-2023-000101,INSPECTION,2025-09-21,OK,department inspection or site verification event - OK
EVT-0001189,KA-BLRU-560066-000241,KSPCB,PCB/BLRU/CTO/2021/00104,COMPLAINT,2025-09-21,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001579,KA-BLRU-560102-000325,UDYAM,UDYAM-KR-BLRU-2017-000164,COMPLAINT,2025-09-21,OPEN,citizen/department complaint signal - OPEN
EVT-0000287,KA-BLRU-560078-000056,BBMP,BBMP-TL-SOUT-2019-000017,RENEWAL,2025-09-20,OK,licence/registration renewal event captured - OK
EVT-0001200,KA-BLRU-560001-000243,FACTORY,KFBIS-FAC-BLRU-2024-000108,INSPECTION,2025-09-20,OK,department inspection or site verification event - OK
EVT-0001391,KA-BLRU-560024-000283,GST,GST-KA-BLRU-2025-000225,RENEWAL,2025-09-20,PENDING,licence/registration renewal event captured - PENDING
EVT-0000456,KA-MYS-570016-000089,FACTORY,KFBIS-FAC-MYS-2023-000043,INSPECTION,2025-09-19,OK,department inspection or site verification event - OK
EVT-0000544,KA-BLRU-560064-000108,FACTORY,KFBIS-FAC-BLRU-2023-000053,COMPLAINT,2025-09-19,OPEN,citizen/department complaint signal - OPEN
EVT-0000815,KA-BLRU-560058-000164,GST,GST-KA-BLRU-2018-000127,ADDRESS_UPDATE,2025-09-19,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000845,KA-BLRU-560066-000170,GST,GST-KA-BLRU-2022-000132,COMPLAINT,2025-09-19,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000782,KA-BLRU-560059-000157,UDYAM,UDYAM-KR-BLRU-2020-000073,TAX_FILING,2025-09-18,OK,tax return or filing activity signal - OK
EVT-0001055,KA-MYS-570016-000216,SHOP,KAR-SHOP-MYS-2023-000142,INSPECTION,2025-09-18,OK,department inspection or site verification event - OK
EVT-0001072,KA-BLRR-562157-000219,KSPCB,PCB/BLRR/CTE/2023/00095,RENEWAL,2025-09-18,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0001454,KA-BLRU-560058-000296,BBMP,BBMP-TL-DASA-2022-000122,ADDRESS_UPDATE,2025-09-18,OK,address correction or amendment signal - OK
EVT-0001562,KA-BLRR-562110-000320,FACTORY,KFBIS-FAC-BLRR-2017-000140,TAX_FILING,2025-09-17,PENDING,tax return or filing activity signal - PENDING
EVT-0000649,KA-BLRU-560043-000129,BBMP,BBMP-TL-EAST-2020-000046,TAX_FILING,2025-09-16,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000787,KA-BLRU-560068-000158,GST,GST-KA-BLRU-2023-000121,ADDRESS_UPDATE,2025-09-16,NOTICE,address correction or amendment signal - NOTICE
EVT-0001537,KA-BLRU-560064-000315,UDYAM,UDYAM-KR-BLRU-2021-000159,RENEWAL,2025-09-16,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000215,KA-MYS-570016-000042,GST,GST-KA-MYS-2023-000032,TAX_FILING,2025-09-15,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000630,KA-BLRU-560100-000125,SHOP,KAR-SHOP-BLRU-2015-000084,ADDRESS_UPDATE,2025-09-15,NOTICE,address correction or amendment signal - NOTICE
EVT-0000507,KA-BLRU-560043-000100,KSPCB,PCB/BLRU/CTE/2020/00042,INSPECTION,2025-09-14,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000288,KA-MYS-570016-000057,SHOP,KAR-SHOP-MYS-2016-000042,INSPECTION,2025-09-13,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000455,KA-MYS-570016-000089,LABOUR,LAB-KA-MYS-2016-000041,RENEWAL,2025-09-13,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000817,KA-BLRU-560058-000164,FACTORY,KFBIS-FAC-BLRU-2022-000080,ADDRESS_UPDATE,2025-09-13,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000992,KA-BLRU-560068-000204,GST,GST-KA-BLRU-2022-000157,INSPECTION,2025-09-13,PENDING,department inspection or site verification event - PENDING
EVT-0001295,KA-MYS-570001-000263,LABOUR,LAB-KA-MYS-2020-000128,INSPECTION,2025-09-13,PENDING,department inspection or site verification event - PENDING
EVT-0000201,KA-BLRU-560024-000039,KSPCB,PCB/BLRU/CTO/2020/00015,ADDRESS_UPDATE,2025-09-12,APPROVED,address correction or amendment signal - APPROVED
EVT-0001033,KA-TUM-572101-000211,GST,GST-KA-TUM-2025-000162,TAX_FILING,2025-09-12,OK,tax return or filing activity signal - OK
EVT-0001270,KA-BLRU-560078-000258,GST,GST-KA-BLRU-2024-000204,RENEWAL,2025-09-12,PENDING,licence/registration renewal event captured - PENDING
EVT-0001321,KA-BLRR-562157-000267,BBMP,BBMP-TL-BENG-2024-000106,RENEWAL,2025-09-12,PENDING,licence/registration renewal event captured - PENDING
EVT-0000283,KA-BLRU-560078-000056,BBMP,BBMP-TL-SOUT-2019-000017,TAX_FILING,2025-09-10,APPROVED,tax return or filing activity signal - APPROVED
EVT-0001417,KA-BLRU-560076-000288,SHOP,KAR-SHOP-BLRU-2024-000194,ADDRESS_UPDATE,2025-09-10,APPROVED,address correction or amendment signal - APPROVED
