gst_record_id,legal_name,trade_name,principal_place_address,district,pin_code,state_code,taxpayer_type,registration_date,gst_status,pan_hash,gstin_hash,source_record_id,entity_id_ground_truth
GST-KA-BLRU-2017-000091,Nisarga Industrial Co,NISARGA INDUSTRIAL CO,"#194, A Behind Metro, Hebbal, B'luru Urban, K'taka - 560024",Bengaluru Urban,560024,29,Casual Taxable Person,2017-12-05,Suspended,,,GST-KA-BLRU-2017-000091,ENT-00123
GST-KA-BLRU-2025-000092,Navya Snacks Industries,Navya Snacks Industries,"No. 87, Plot 2nd Main, Electronic City, B'luru Urban, K'taka - 560100",Bengaluru Urban,560100,29,Casual Taxable Person,2025-11-04,Active,PAN_A783B6C9AF59A03B,,GST-KA-BLRU-2025-000092,ENT-00125
GST-KA-MYS-2021-000093,SAHANA GARMENTS COMPANY,SAHANA GARMENTS COMPANY,"No 98, D Extension, Nanjangud Road, Mysuru, KA - 570018",Mysuru,570018,29,SEZ Unit,2021-12-28,Cancelled,,,GST-KA-MYS-2021-000093,ENT-00126
GST-KA-MYS-2025-000094,Omkar Graphics Industries,Omkar Grahics Industries,"No 160, A Extension, Hebbal Indl Area, Mysuru, K'taka - 570016",Mysuru,570016,29,Casual Taxable Person,2025-12-29,Active,PAN_CA44E0E20A38F7EF,,GST-KA-MYS-2025-000094,ENT-00127
GST-KA-BLRR-2018-000095,M/S Srinidhi Co,,"#144, 3rd Phase, Devanahalli, Bangalore Rural, KA",Bengaluru Rural,562110,29,Casual Taxable Person,2018-09-13,Active,PAN_0A46A85D32D542DE,GSTIN_4592BB43E41854D8,GST-KA-BLRR-2018-000095,ENT-00128
GST-KA-BLRU-2021-000096,M/S Sri Devices LLP,,"No. 2, A Sector, Kalyan Nagar, B'luru Urban, KA - 560043",Bengaluru Urban,560043,29,Regular,2021-11-22,Active,,,GST-KA-BLRU-2021-000096,ENT-00129
GST-KA-BLRU-2021-000097,Kaveri Cargo Solutions,Kaveri Cargo Solutions,"#1, 2nd Main, Peenya Industrial Area, B'luru Urban, K'taka - 560058",Bengaluru Urban,560058,29,Composition,2021-07-16,Cancelled,,,GST-KA-BLRU-2021-000097,ENT-00130
GST-KA-BLRR-2022-000098,Sri Kitchen Enterprises,Sri Kitchen nterprises,"No. 128, A Extension, Hoskote, Bengaluru Rural, KA - 562114",Bengaluru Rural,562114,29,Composition,2022-11-22,Suspended,,,GST-KA-BLRR-2022-000098,ENT-00132
GST-KA-MYS-2019-000099,M/S Sri Moulding Works,,"257, B Service Road, Devaraja Mohalla, Mysuru, K'taka - 570001",Mysuru,570001,29,Composition,2019-09-04,Cancelled,,,GST-KA-MYS-2019-000099,ENT-00133
GST-KA-BLRU-2017-000100,M/S Udupi Logistics Company,Udupi Logistics Company,"No. 271, Near Bus Stop, Kalyan Nagar, Bangalore Urban, Karnataka - 560043",Bengaluru Urban,560043,29,SEZ Unit,2017-10-21,Suspended,PAN_AD937F80922F34C9,GSTIN_8A4FC6F01E6DEE61,GST-KA-BLRU-2017-000100,ENT-00134
GST-KA-BLRR-2017-000101,M/S Kaveri Textiles Enterprises,M/S Kaveri Textiles Entp,"282, D 3rd Phase, Devanahalli, B'luru Rural, KA - 562110",Bengaluru Rural,562110,29,Composition,2017-04-06,Active,PAN_23C81105E0EECC7E,,GST-KA-BLRR-2017-000101,ENT-00135
GST-KA-BLRU-2015-000102,Aarohi Bakery Industries,,"#294, D Extension, Yelahanka, Bangalore Urban, K'taka - 560064",Bengaluru Urban,560064,29,Composition,2015-01-09,Suspended,PAN_A883E527E0C56927,GSTIN_FFAABB21D4D2FDD2,GST-KA-BLRU-2015-000102,ENT-00136
GST-KA-BLRU-2024-000103,OMKAR AGRO CO,M/S OMKAR AGRO CO,"#138, 1st Crs, Electronic City, Bangalore Urban, KA - 560100",Bengaluru Urban,560100,29,Composition,2024-04-14,Cancelled,PAN_02F50B1E99975C3B,GSTIN_32A53961B54C9C79,GST-KA-BLRU-2024-000103,ENT-00137
GST-KA-MYS-2017-000104,MEGHANA MEALS INDUSTRIES,,"#244, B 1st Cross, Devaraja Mohalla, Mysuru, KA - 570001",Mysuru,570001,29,Composition,2017-07-24,Active,,,GST-KA-MYS-2017-000104,ENT-00138
GST-KA-MYS-2018-000105,M/S NISARGA PCKAGING TRADERS,NISARGA PACKAGING TRADERS,"No. 249, Shed Industrial Layout, Devaraja Mohalla, Mysuru, K'taka - 570001",Mysuru,570001,29,SEZ Unit,2018-04-06,Cancelled,PAN_9242B1A8BB94D8E6,GSTIN_29D9D9B3327F96E0,GST-KA-MYS-2018-000105,ENT-00141
GST-KA-BLRU-2017-000106,Siddhi Pvt.Ltd.,Siddhi,"#57, Shed 1st Crs, Jayanagar, Bengaluru Urban, Karnataka - 560078",Bengaluru Urban,560078,29,SEZ Unit,2017-08-20,Cancelled,PAN_E7BA1C541B523007,GSTIN_28F1CEE0CCF48D1F,GST-KA-BLRU-2017-000106,ENT-00143
GST-KA-BLRU-2025-000107,VARUN MEALS SOLUTIONS,M/S VARUN MEALS SOLUTIONS,"No 50, Plot Industrial Layout, Yelahanka, B'luru Urban, Karnataka - 560064",Bengaluru Urban,560064,29,Composition,2025-09-22,Active,PAN_247DB6AE9D64D8F1,GSTIN_007585AF69F4BF3E,GST-KA-BLRU-2025-000107,ENT-00144
GST-KA-BLRU-2019-000108,VEDA WORKS,M/S Veda Works,"No. 37, C Sector, Bannerghatta Road, Bangalore Urban, Karnataka - 560076",Bengaluru Urban,560076,29,Composition,2019-02-09,Suspended,PAN_AFC8094B4CA9D821,,GST-KA-BLRU-2019-000108,ENT-00145
GST-KA-BLRU-2025-000109,Udupi Circuits LLP,,"#155, Behind Metro, Kalyan Nagar, B'luru Urban, KA - 560043",Bengaluru Urban,560043,29,Casual Taxable Person,2025-05-06,Active,,,GST-KA-BLRU-2025-000109,ENT-00146
GST-KA-MYS-2023-000110,Siddhi Supply LLP,,"No. 21, 2nd Main, Hebbal Indl Area, Mysuru, K'taka",Mysuru,570016,29,SEZ Unit,2023-10-24,Active,PAN_5B7DDE661287A0E4,,GST-KA-MYS-2023-000110,ENT-00147
GST-KA-BLRU-2024-000111,M/S Vijya Tools Solutions,Vijaya Tools Solutions,"219, Plot Sector, Banashankari, B'luru Urban, Karnataka",Bengaluru Urban,560085,29,SEZ Unit,2024-02-21,Active,PAN_2A326CE9B95887B7,,GST-KA-BLRU-2024-000111,ENT-00148
GST-KA-BLRU-2023-000112,M/S UDUPI PHARMA WORKS,M/S Udupi Pharma Works,"No 293, Plot Service Road, Whitefield Main Rd, Bengaluru Urban, K'taka - 560066",Bengaluru Urban,560066,29,Regular,2023-01-25,Active,PAN_90EA63FC67D743F0,GSTIN_42BC7850B1CC5F62,GST-KA-BLRU-2023-000112,ENT-00149
GST-KA-MYS-2021-000113,Bangalore Company,M/S BANGALORE CO,"No 129, C 1st Crs, Devaraja Mohalla, Mysuru, K'taka - 570001",Mysuru,570001,29,Composition,2021-06-12,Cancelled,,,GST-KA-MYS-2021-000113,ENT-00150
GST-KA-BLRR-2015-000114,Lakshmi Graphics Solutions,,"No 176, A Extension, Hoskote, B'luru Rural, KA - 562114",Bengaluru Rural,562114,29,Casual Taxable Person,2015-10-31,Cancelled,PAN_E0145D13004EEF42,GSTIN_A70451773FBA83C8,GST-KA-BLRR-2015-000114,ENT-00151
GST-KA-BLRU-2016-000115,Meghana Machining Works,Meghana Machining Works,"#182, B Main Road, Whitefield Main Road, Bengaluru Urban, K'taka - 560066",Bengaluru Urban,560066,29,Regular,2016-07-14,Cancelled,PAN_0192D2CF32EDE07B,GSTIN_165B67D7C09F2F11,GST-KA-BLRU-2016-000115,ENT-00152
GST-KA-BLRU-2016-000116,Sahana Kitchen Solutions,,"No. 223, B Industrial Layout, Peenya Industrial Estate, Bengaluru Urban, K'taka - 560058",Bengaluru Urban,560043,29,SEZ Unit,2016-09-15,Suspended,PAN_940AFB831AD7678B,GSTIN_769BF5CF37091846,GST-KA-BLRU-2016-000116,ENT-00153
GST-KA-BLRU-2015-000117,Navya Trans Co,,"106, A 1st Cross, Kalyan Nagar, Bengaluru Urban, KA - 560043",Bengaluru Urban,560043,29,SEZ Unit,2015-07-22,Cancelled,,,GST-KA-BLRU-2015-000117,ENT-00154
GST-KA-BLRR-2025-000118,Aditya Chem Co,,"57, C 3rd Phase, Doddaballapura, B'luru Rural, KA",Bengaluru Rural,561203,29,SEZ Unit,2025-07-26,Active,PAN_EE1E19D51BFC0853,GSTIN_CCFB376977FBAAC0,GST-KA-BLRR-2025-000118,ENT-00155
GST-KA-BLRU-2015-000119,M/S MYSORE INDUSTRIES,M/S Mysore Industries,"23, Near Bus Stop, Banashankari, Bengaluru Urban, K'taka - 560085",Bengaluru Urban,560085,29,Composition,2015-06-11,Active,PAN_F6EFF2E6DAC8C473,GSTIN_0DCC70D3FA4F33EB,GST-KA-BLRU-2015-000119,ENT-00156
GST-KA-BLRU-2018-000120,Naveen Coatings Co,Naeen Coatings Co,"No. 154, A Behind Metro, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,29,Composition,2018-02-07,Cancelled,PAN_4CECF5C23824B804,GSTIN_7F5BC7ED3E39D58B,GST-KA-BLRU-2018-000120,ENT-00157
GST-KA-BLRU-2023-000121,Omkar LabsCo,OMKAR LABS CO,"No 94, Shed 3rd Phase, Bommanahalli, Bengaluru Urban, KA - 560068",Bengaluru Urban,560068,29,Regular,2023-06-05,Active,PAN_A83124CF6FFE9314,GSTIN_3657D3C65B08B549,GST-KA-BLRU-2023-000121,ENT-00158
GST-KA-TUM-2018-000122,Bangalore Machining Co,,"257, D Industrial Layout, Antharasanahalli Industrial Estate, Tumakuru, Karnataka - 572106",Tumakuru,572106,29,Regular,2018-09-22,Active,PAN_C253452455C25653,GSTIN_389B4747CEC72983,GST-KA-TUM-2018-000122,ENT-00159
GST-KA-TUM-2018-000123,Srinidhi Bites Co,,"250, Plot Main Rd, Antharasanahalli Industrial Area, Tumakuru, K'taka - 572106",Tumakuru,572106,29,SEZ Unit,2018-08-09,Active,,,GST-KA-TUM-2018-000123,ENT-00160
GST-KA-BLRU-2019-000124,BANGALORE APPARELS ENTERPRISES,BANGALORE APPARELS ENTERPRISES,"#61, D Behind Metro, Yelahanka, Bangalore Urban, Karnataka - 560064",Bengaluru Urban,560064,29,Composition,2019-01-07,Cancelled,PAN_188F0257D655F65E,,GST-KA-BLRU-2019-000124,ENT-00161
GST-KA-BLRU-2018-000125,M/S Ananya CNC LLP,Ananya CNC,"No. 279, Mn Rd, Whitefield, Bengaluru Urban, K'taka - 560037",Bengaluru Urban,560037,29,Casual Taxable Person,2018-11-27,Active,PAN_B48DAB13DA2391E4,GSTIN_B25AA9056E3DE320,GST-KA-BLRU-2018-000125,ENT-00162
GST-KA-BLRR-2020-000126,Asha Clinic Solutions,M/S Asha Clinic Solutions,"No. 231, Shed Near Bus Stop, Hoskote, B'luru Rural, K'taka - 562114",Bengaluru Rural,562114,29,SEZ Unit,2020-03-26,Suspended,PAN_4BF31E197F6C8CA4,GSTIN_560A2EA424DB741C,GST-KA-BLRR-2020-000126,ENT-00163
GST-KA-BLRU-2018-000127,Sahana Kitchen Solutions,,"No. 49, C 2nd Main, Peenya Industrial Estate, B'luru Urban, Karnataka",Bengaluru Urban,560058,29,Regular,2018-01-29,Active,,,GST-KA-BLRU-2018-000127,ENT-00164
GST-KA-BLRR-2015-000128,VARUN DINE COMPANY,,"101, A Service Road, Devanahalli, Bangalore Rural, KA - 562110",Bengaluru Rural,562110,29,Casual Taxable Person,2015-10-12,Active,PAN_7029FA0EFB74974C,,GST-KA-BLRR-2015-000128,ENT-00165
GST-KA-BLRU-2021-000129,Asha Labs Solutions,Asha Labs Solutions,"No. 94, B 3rd Phase, Hebbal, B'luru Urban, K'taka - 560024",Bengaluru Urban,560024,29,SEZ Unit,2021-10-21,Suspended,PAN_265833F26CD00F77,GSTIN_78EC02771BC73E95,GST-KA-BLRU-2021-000129,ENT-00167
GST-KA-BLRR-2023-000130,Ganesh Kitchen LLP,Ganesh Kitchen,"#166, A 3rd Phase, Devanahalli, Bengaluru Rural, K'taka - 562110",Bengaluru Rural,562110,29,SEZ Unit,2023-01-15,Active,PAN_0FFB79AD5EBE17FE,GSTIN_C17103B3F3BB5FAE,GST-KA-BLRR-2023-000130,ENT-00168
GST-KA-MYS-2025-000131,Asha Bakery Co,Asha Bakery Co,"No. 164, Shed Near Bus Stop, Devaraja Mohalla, Mysuru, Karnataka - 570001",Mysuru,570001,29,Regular,2025-10-14,Cancelled,PAN_12B94F06E81BCB0C,GSTIN_6C6D3034F7785EC9,GST-KA-MYS-2025-000131,ENT-00169
GST-KA-BLRU-2022-000132,BHARATHSPICES LLP,Bharath Spices,"172, D 2nd Main, Whitefield Mn Rd, B'luru Urban, KA - 560066",Bengaluru Urban,560066,29,Composition,2022-08-31,Active,PAN_7D7BC57C3FD1E39E,GSTIN_830ACDBF307FADDD,GST-KA-BLRU-2022-000132,ENT-00170
GST-KA-TUM-2018-000133,Vijaya Fashions Works,VIJAYA FASHIONS WORKS,"16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",Tumakuru,572106,29,Casual Taxable Person,2018-12-09,Active,PAN_EA6738D6060A4803,,GST-KA-TUM-2018-000133,ENT-00171
GST-KA-BLRU-2021-000134,M/S Asha Solutions,Asha Solutions,"No 145, D Mn Rd, Hebbal, B'luru Urban, KA - 560024",Bengaluru Urban,560024,29,SEZ Unit,2021-09-12,Active,PAN_7E0AFBC218C19E04,GSTIN_DB66BF7FD5F1EBE6,GST-KA-BLRU-2021-000134,ENT-00172
GST-KA-BLRU-2023-000135,Nisarga Trans Enterprises,Nisarga Trans Enterprises,"28, D Main Rd, Hebbal, Bengaluru Urban, K'taka - 560024",Bengaluru Urban,560024,29,SEZ Unit,2023-01-24,Active,PAN_6FA5D102B0802FD2,,GST-KA-BLRU-2023-000135,ENT-00173
GST-KA-BLRU-2023-000136,M/S PRAKRUTHI LLP,PRAKRUTHI,"No. 199, C Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",Bengaluru Urban,560085,29,Casual Taxable Person,2023-03-21,Cancelled,PAN_4DD2A522F0DB6ACD,,GST-KA-BLRU-2023-000136,ENT-00175
GST-KA-BLRU-2019-000137,SIDDHI WAREHOUSE SOLUTIONS,Siddhi Warehouse Solutions,"No 267, Shed 3rd Phase, HSR Layout, Bangalore Urban, Karnataka - 560102",Bengaluru Urban,560102,29,SEZ Unit,2019-07-26,Cancelled,PAN_2021D2F9EB08E2D5,,GST-KA-BLRU-2019-000137,ENT-00176
GST-KA-MYS-2022-000138,SRINIDHI HEALTH TRADERS,Srinidhi Health Taders,"#246, A 3rd Phase, Devaraja Mohalla, Mysuru, KA - 570001",Mysuru,570001,29,Regular,2022-07-15,Cancelled,PAN_952D416D1A8B6D22,GSTIN_AB07863ECBC9E6AF,GST-KA-MYS-2022-000138,ENT-00177
GST-KA-MYS-2025-000139,Kaveri Meds Associates,Kaveri Meds Associates,"No. 263, C 2nd Main, Nanjangud Road, Mysuru, KA - 570018",Mysuru,570018,29,Casual Taxable Person,2025-09-04,Active,,,GST-KA-MYS-2025-000139,ENT-00178
GST-KA-MYS-2021-000140,Sree Associates,Sree Associates,"#100, D Behind Metro, Nanjangud Road, Mysuru, K'taka - 570018",Mysuru,570018,29,Casual Taxable Person,2021-10-29,Suspended,PAN_443548D4FCAC7E34,GSTIN_41D7D746C621CE75,GST-KA-MYS-2021-000140,ENT-00179
GST-KA-MYS-2023-000141,M/S VARUN INDUSTRIAL ASSOCIATES,Varun Industrial Associates,"#6, Shed Sector, Nanjangud Road, Mysuru, K'taka - 570018",Mysuru,570018,29,Regular,2023-01-26,Suspended,PAN_DEACB0B71AC5AC17,GSTIN_37D541549F79EC13,GST-KA-MYS-2023-000141,ENT-00180
GST-KA-BLRU-2024-000142,SRI PVT LTD,,"207, Plot 1st Crs, HSR Layout, Bangalore Urban, K'taka - 560102",Bengaluru Urban,560102,29,Regular,2024-12-11,Cancelled,PAN_26E0A43E9CA80BBE,GSTIN_F448A92D3089D6A0,GST-KA-BLRU-2024-000142,ENT-00182
GST-KA-BLRU-2021-000143,Varun Components LLP,,"221, B Behind Metro, Whitefield Main Road, Bangalore Urban, KA - 560066",Bengaluru Urban,560066,29,Casual Taxable Person,2021-04-10,Active,PAN_556CEA8023E9B203,GSTIN_B4E488A204BE9D5C,GST-KA-BLRU-2021-000143,ENT-00184
GST-KA-BLRU-2025-000144,LAKSHMI SOLVENTS COMPANY,Lakshmi Solvents Company,"278, Extension, BTM Layout, Bengaluru Urban, K'taka - 560029",Bengaluru Urban,560029,29,Regular,2025-10-13,Active,PAN_068348B7FFFBEC72,,GST-KA-BLRU-2025-000144,ENT-00188
GST-KA-BLRU-2020-000145,M/S SAHANA APPARELS CO,,"#233, D Behind Metro, Whitefield, Bangalore Urban, Karnataka - 560037",Bengaluru Urban,560037,29,Casual Taxable Person,2020-11-30,Active,PAN_82BF0A28E48531E5,GSTIN_4B2BED23B3F6EB55,GST-KA-BLRU-2020-000145,ENT-00189
GST-KA-BLRU-2020-000146,Navya Solvents Pvt Ltd,NAVYA SOLVENTS,"No 105, B Service Road, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,29,Composition,2020-05-26,Cancelled,PAN_BA965A612193B3F3,GSTIN_B507AFC6DD5E4ACD,GST-KA-BLRU-2020-000146,ENT-00192
GST-KA-BLRU-2019-000147,M/S Meghana Polymers Associates,M/S MEGHANA POLYMERS ASSOCIATES,"197, Shed Industrial Layout, Banashankari, B'luru Urban, Karnataka - 560085",Bengaluru Urban,560085,29,Composition,2019-03-31,Active,,,GST-KA-BLRU-2019-000147,ENT-00193
GST-KA-BLRU-2015-000148,Nisarga Trans Works,,"No. 142, A Service Road, Whitefield Main Rd, B'luru Urban, Karnataka - 560066",Bengaluru Urban,560029,29,SEZ Unit,2015-06-07,Suspended,PAN_19E3602EC3E7F9DD,GSTIN_A275A236525E87C0,GST-KA-BLRU-2015-000148,ENT-00194
GST-KA-BLRU-2022-000149,MEGHANA MOULDING INDUSTRIES,,"26, B Extension, Peenya Industrial Area, B'luru Urban, K'taka - 560058",Bengaluru Urban,560058,29,Casual Taxable Person,2022-01-25,Active,,,GST-KA-BLRU-2022-000149,ENT-00195
GST-KA-BLRU-2022-000150,Sri Foods Company,Sri Foods Co,"No 116, B Extension, Electronic City, Bengaluru Urban, K'taka - 560100",Bengaluru Urban,560100,29,Regular,2022-04-24,Suspended,PAN_5A084B2D7EF42452,GSTIN_66BB558DEFC53F1C,GST-KA-BLRU-2022-000150,ENT-00196
GST-KA-BLRU-2020-000151,PRAKRUTHI BITES COMPANY,M/S Prakruthi Bites Company,"31, A Behind Metro, Bommanahalli, B'luru Urban, Karnataka - 560068",Bengaluru Urban,560068,29,Casual Taxable Person,2020-06-24,Active,PAN_31DE7007C23C8D02,GSTIN_8CF36EEFA70284B0,GST-KA-BLRU-2020-000151,ENT-00197
GST-KA-BLRU-2020-000152,Kaveri Bakery LLP,,"#17, B Industrial Layout, Rajajinagar Industrial Suburb, Bengaluru Urban, K'taka - 560059",Bengaluru Urban,560059,29,Casual Taxable Person,2020-11-16,Active,PAN_24B8B450EBF0B685,GSTIN_07E7908BE95AAFBE,GST-KA-BLRU-2020-000152,ENT-00198
GST-KA-BLRR-2025-000153,Uupi Electronics LLP,Udupi Electronics,"No 192, C Industrial Layout, Devanahalli, B'luru Rural, Karnataka - 562110",Bengaluru Rural,562110,29,SEZ Unit,2025-02-11,Active,PAN_18ED267DC38F0CDD,,GST-KA-BLRR-2025-000153,ENT-00199
GST-KA-BLRR-2022-000154,M/S SRI MOULDING WORKS,SRI MOULDING WORKS,"No 256, Plot Extension, Bagalur, Bengaluru Rural, K'taka - 562157",Bengaluru Rural,562157,29,Regular,2022-05-30,Cancelled,PAN_BE42AD4FEE81560A,GSTIN_94AD8B47A12A9F0A,GST-KA-BLRR-2022-000154,ENT-00200
GST-KA-MYS-2018-000155,Hrsha Meals Associates,Harsha Meals Associates,"No 175, B 3rd Phase, Nanjangud Road, Mysuru, KA - 570018",Mysuru,570018,29,SEZ Unit,2018-05-10,Suspended,PAN_84E96C5B26EBCAAA,,GST-KA-MYS-2018-000155,ENT-00201
GST-KA-BLRU-2020-000156,M/S Veda Agro Co,M/S Veda Agro Co,"No 125, B Extension, Rajajinagar Industrial Suburb, B'luru Urban, Karnataka - 560059",Bengaluru Urban,560059,29,Casual Taxable Person,2020-06-13,Suspended,PAN_359BBEA1FD8C7255,GSTIN_8D0ABEA5F0A9CE51,GST-KA-BLRU-2020-000156,ENT-00202
GST-KA-BLRU-2022-000157,Nisarga Clinic LLP,Nisarga Clinic,"No 274, Shed Industrial Layout, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,29,SEZ Unit,2022-04-25,Cancelled,,GSTIN_A9E08D0BBB6A8FB3,GST-KA-BLRU-2022-000157,ENT-00204
GST-KA-BLRR-2022-000158,Veda Associates,,"No. 85, A Extension, Bagalur, B'luru Rural, K'taka - 562157",Bengaluru Rural,562157,29,Casual Taxable Person,2022-05-13,Cancelled,,,GST-KA-BLRR-2022-000158,ENT-00206
GST-KA-BLRU-2022-000159,M/S Deccan Coatings Associates,,"59, Plot Behind Metro, HSR Layout, Bangalore Urban, Karnataka - 560102",Bengaluru Urban,560102,29,Regular,2022-08-17,Cancelled,,,GST-KA-BLRU-2022-000159,ENT-00207
GST-KA-MYS-2020-000160,Sahana Warehouse Traders,Sahana Warehouse Traders,"88, Industrial Layout, Devaraja Mohalla, Mysuru, K'taka - 570001",Mysuru,570001,29,Regular,2020-11-02,Cancelled,PAN_89BE03B357BCA9D1,,GST-KA-MYS-2020-000160,ENT-00208
GST-KA-BLRU-2020-000161,Lakshmi Elec LLP,Lakshmi Electronics,"No. 1, C Mn Rd, Hebbal, B'luru Urban, Karnataka - 560024",Bengaluru Urban,560024,29,Composition,2020-12-13,Suspended,PAN_738953493A0FA497,GSTIN_D4B3E439A104BF10,GST-KA-BLRU-2020-000161,ENT-00210
GST-KA-TUM-2025-000162,M/S Udupi Systems Traders,M/S Udupi Systems Traders,"203, Mn Rd, BH Road, Tumakuru, KA - 572101",Tumakuru,572101,29,SEZ Unit,2025-05-15,Active,PAN_FC237A66E9A54724,GSTIN_4D8FA532B83EBD54,GST-KA-TUM-2025-000162,ENT-00211
GST-KA-BLRU-2017-000163,Ravi Textiles Company,M/S Ravi Textiles Company,"296, D 2nd Main, Hebbal, Bengaluru Urban, K'taka - 560024",Bengaluru Urban,560024,29,Regular,2017-06-03,Cancelled,PAN_EABDF04960E6B9C4,,GST-KA-BLRU-2017-000163,ENT-00212
GST-KA-BLRU-2019-000164,Bangalore Snacks LLP,M/S Bangalore Snacks,"No. 244, B Main Rd, Jayanagar, Bengaluru Urban, K'taka - 560078",Bengaluru Urban,560078,29,Regular,2019-01-08,Active,PAN_8B7F46C3150F7A0E,GSTIN_839A890302F9CC5D,GST-KA-BLRU-2019-000164,ENT-00213
GST-KA-BLRU-2015-000165,M/S Srinidhi Works,SRINIDH WORKS,"7, D Sector, Kalyan Nagar, B'luru Urban, K'taka - 560043",Bengaluru Urban,560043,29,Composition,2015-09-18,Active,PAN_FF3C398237D0F294,GSTIN_9C2B344644741C14,GST-KA-BLRU-2015-000165,ENT-00214
GST-KA-BLRU-2024-000166,Ananya Resins Industries,Ananya Resins Industres,"#53, D Service Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,29,SEZ Unit,2024-05-13,Cancelled,PAN_B49090A1574D2902,GSTIN_E5B0444A3946F106,GST-KA-BLRU-2024-000166,ENT-00215
GST-KA-MYS-2024-000167,Veda Cafe Industries,Veda Cafe Inds,"No. 284, Plot 3rd Phase, Hebbal Industrial Area, Mysuru, K'taka - 570016",Mysuru,570016,29,Casual Taxable Person,2024-06-08,Active,PAN_0B9ABCD880D1835B,GSTIN_EB999A0920C59759,GST-KA-MYS-2024-000167,ENT-00216
GST-KA-BLRU-2015-000168,Siddhi Industries,,"No 135, Near Bus Stop, BTM Layout, Bengaluru Urban, K'taka - 560029",Bengaluru Urban,560029,29,Composition,2015-04-23,Suspended,PAN_B5A69475EBF0A3B0,GSTIN_A8B56184C955B260,GST-KA-BLRU-2015-000168,ENT-00217
GST-KA-BLRU-2016-000169,ANANYA ELECTRONICS CO,Ananya Electronics Co,"292, Main Rd, BTM Layout, Bangalore Urban, K'taka - 560029",Bengaluru Urban,560029,29,Composition,2016-06-26,Cancelled,PAN_3639AC227DB5FAF1,GSTIN_83DB68A080A1D4A6,GST-KA-BLRU-2016-000169,ENT-00218
GST-KA-BLRR-2017-000170,Navya Precision Traders,Navya Precision Traders,"#13, Plot Extension, Bagalur, B'luru Rural, Karnataka - 562157",Bengaluru Rural,562157,29,Regular,2017-02-21,Active,,,GST-KA-BLRR-2017-000170,ENT-00219
GST-KA-BLRU-2018-000171,ANANYA ASSOCIATES,Ananya Associates,"#171, Shed Industrial Layout, Hebbal, Bengaluru Urban, KA - 560024",Bengaluru Urban,560024,29,SEZ Unit,2018-09-06,Cancelled,,,GST-KA-BLRU-2018-000171,ENT-00220
GST-KA-BLRU-2024-000172,Lakshmi Works,,"No. 72, 2nd Main, Banashankari, Bengaluru Urban, KA - 560085",Bengaluru Urban,560085,29,Casual Taxable Person,2024-03-05,Active,PAN_B8D224DC7798B19F,GSTIN_05CB7EE648B8D6C7,GST-KA-BLRU-2024-000172,ENT-00221
GST-KA-BLRU-2015-000173,Ganesh Cafe Company,Ganesh Cafe Company,"No 104, Extension, Hebbal, Bengaluru Urban, K'taka - 560024",Bengaluru Urban,560024,29,Casual Taxable Person,2015-08-23,Active,PAN_7984CE75DDD7FA9D,GSTIN_D424C60A9290718F,GST-KA-BLRU-2015-000173,ENT-00222
GST-KA-BLRU-2024-000174,M/S Ravi Logistics Solutions,RAVI LOGISTICS SOLUTIONS,"228, C Industrial Layout, Bannerghatta Road, Bengaluru Urban, KA - 560076",Bengaluru Urban,560076,29,Casual Taxable Person,2024-08-05,Active,,,GST-KA-BLRU-2024-000174,ENT-00224
GST-KA-BLRU-2017-000175,M/S Asha Enterprises,Asha Enterprises,"No 274, B 2nd Main, Whitefield, Bangalore Urban, K'taka - 560037",Bengaluru Urban,560037,29,Composition,2017-05-03,Suspended,PAN_32F5D854777CE257,,GST-KA-BLRU-2017-000175,ENT-00225
GST-KA-BLRU-2016-000176,Sree Toos LLP,SREE TOOLS,"No 245, Mn Rd, Whitefield Mn Rd, B'luru Urban, K'taka - 560066",Bengaluru Urban,560064,29,Regular,2016-11-22,Active,PAN_2D9B0A600CB57046,GSTIN_47A4BB2AE7580D53,GST-KA-BLRU-2016-000176,ENT-00226
GST-KA-BLRU-2023-000177,Harsha LLP,,"No 77, Shed Industrial Layout, Koramangala, B'luru Urban, KA - 560034",Bengaluru Urban,560034,29,Casual Taxable Person,2023-03-10,Active,PAN_33D024FFE853BC47,,GST-KA-BLRU-2023-000177,ENT-00227
GST-KA-BLRU-2020-000178,Kaveri Print Company,Kaveri Prin Company,"No 254, 1st Cr, Rajajinagar Industrial Suburb, Bangalore Urban, K'taka - 560059",Bengaluru Urban,560059,29,Composition,2020-06-06,Cancelled,PAN_60A912FAABF10F02,,GST-KA-BLRU-2020-000178,ENT-00228
GST-KA-TUM-2017-000179,Veda LLP,,"No 243, Plot 3rd Phase, BH Road, Tumakuru, KA - 572101",Tumakuru,572101,29,SEZ Unit,2017-09-23,Active,PAN_683001A870C92F4E,GSTIN_F61B7698CC768FAA,GST-KA-TUM-2017-000179,ENT-00231
