entity_id,legal_name,trade_name,business_type,business_category,nic_code,pollution_category,district,district_code,pin_code,locality,zone,ward,canonical_address,pan_hash,gstin_hash,udyam_hash,phone,email,incorporation_date,employee_count,turnover_band_lakh
ENT-00075,Ravi Tech Associates,Ravi Tech Associates,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 84, A Sector, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_4835302AA2861E40,GSTIN_71882A0932EC0D09,UDYAM_37EE22C98AB70D79,,contact0075@examplebiz.in,2018-01-10,18,10-25
ENT-00076,Bangalore Coatings Co,Bangalore Coatings Co,Chemical Blending,Manufacturing,2029,Red,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 165, C Main Road, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",PAN_516B5EF3CF48BF46,GSTIN_11E6F7435D81D109,UDYAM_24F1A2414F4F2B9B,,contact0076@examplebiz.in,2018-12-21,2,100-500
ENT-00077,Ananya Pharma Traders,Ananya Pharma Traders,Pharmacy / Medical Retail,Retail,4772,Green,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 262, A 1st Cross, Devaraja Mohalla, Mysuru, Karnataka - 570001",,,UDYAM_B94FA67CCD9129AF,9000609900,,2012-09-03,3,0-10
ENT-00078,Aditya Medical Pvt Ltd,Aditya Medical,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 282, Extension, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_2CD068317D61C1B7,GSTIN_9EC6267250B25E31,UDYAM_ABD458C5EAB23E3A,9000617819,,2013-10-08,52,25-50
ENT-00079,Ravi Co,Ravi Co,Machine Tools,Manufacturing,2819,Orange,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 271, A 1st Cross, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_9896AA9AD3A89621,,,,,2025-11-19,3,0-10
ENT-00080,Meghana Coatings Traders,Meghana Coatings Traders,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 203, B Behind Metro, Bommanahalli, Bengaluru Urban, Karnataka - 560068",PAN_ED5E7F18A4978A5D,,UDYAM_CC318208C451A178,,,2018-02-19,4,25-50
ENT-00081,Meghana Wear Traders,Meghana Wear Traders,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 120, Plot Sector, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",,,,9000641576,contact0081@examplebiz.in,2019-12-16,5,10-25
ENT-00082,Prakruthi Packaging Solutions,Prakruthi Packaging Solutions,Plastic Moulding,Manufacturing,2220,Red,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 142, B Behind Metro, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_5CC67906073C93C3,GSTIN_06A775EFABA058E4,,9000649495,contact0082@examplebiz.in,2020-10-10,85,50-100
ENT-00083,Nandi Electronics Solutions,Nandi Electronics Solutions,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560100,Electronic City,Bommanahalli,Ward-192,"No 271, A Extension, Electronic City, Bengaluru Urban, Karnataka - 560100",,,UDYAM_F78F3F5A84986C57,9000657414,contact0083@examplebiz.in,2018-07-16,8,25-50
ENT-00084,Veda Kitchen Industries,Veda Kitchen Industries,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 275, Shed 1st Cross, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_53F9ACCBB27500E4,GSTIN_8BFD86A7E4C94C5A,UDYAM_351C12D34053991B,9000665333,contact0084@examplebiz.in,2015-05-03,25,25-50
ENT-00085,Mysore Works,Mysore Works,Electronics Assembly,Manufacturing,2610,Orange,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 280, C Industrial Layout, Nanjangud Road, Mysuru, Karnataka - 570018",,,,9000673252,,2025-03-16,3,0-10
ENT-00086,Kaveri Labs Pvt Ltd,Kaveri Labs,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560037,Whitefield,Mahadevapura,Ward-085,"No 71, A Near Bus Stop, Whitefield, Bengaluru Urban, Karnataka - 560037",PAN_C8C0EC445E7CA4D7,,,,contact0086@examplebiz.in,2014-08-25,52,500+
ENT-00087,Bangalore Co,Bangalore Co,Restaurant / Cafe,Service,5610,Green,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 217, Near Bus Stop, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",PAN_762BAECD437BE21F,GSTIN_815619CCA2182AD8,UDYAM_5FF992E66997A85A,,,2012-07-19,8,10-25
ENT-00088,Bharath Biryani Pvt Ltd,Bharath Biryani,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 94, D Industrial Layout, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",PAN_6B3CF6A834CD32BE,GSTIN_539441ABE38DB58A,UDYAM_611EB21BA3B07F3B,9000697009,,2018-12-11,10,50-100
ENT-00089,Bangalore Works,Bangalore Works,Printing / Packaging,Manufacturing,1811,Orange,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 139, D 2nd Main, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_89B983630B42A1A9,GSTIN_5BB93A896805D600,UDYAM_0E623A149F8B91A3,9000704928,contact0089@examplebiz.in,2023-08-02,18,50-100
ENT-00090,Bharath Tech Associates,Bharath Tech Associates,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 54, D 3rd Phase, BTM Layout, Bengaluru Urban, Karnataka - 560029",PAN_2DA615F179254D21,GSTIN_095CC47503753CCB,,9000712847,contact0090@examplebiz.in,2024-05-09,18,10-25
ENT-00091,Sharma Stitch Enterprises,Sharma Stitch Enterprises,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 142, D 3rd Phase, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",,,,,,2019-01-09,25,50-100
ENT-00092,Prakruthi Care Industries,Prakruthi Care Industries,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 42, C Behind Metro, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",PAN_85300386819CE814,GSTIN_E9A4395F4829029E,UDYAM_6CEB27A431D29177,,contact0092@examplebiz.in,2022-05-28,52,10-25
ENT-00093,Kaveri Systems Pvt Ltd,Kaveri Systems,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 51, B 3rd Phase, HSR Layout, Bengaluru Urban, Karnataka - 560102",PAN_0752B7A29DDA5077,,UDYAM_486AC2F9D047E49F,9000736604,,2017-04-28,10,25-50
ENT-00094,Sharma Biryani Pvt Ltd,Sharma Biryani,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 52, Plot 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",,,UDYAM_ED899AFB6B5727AA,,,2024-09-01,4,50-100
ENT-00095,Deccan Packaging Traders,Deccan Packaging Traders,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 211, C 1st Cross, BTM Layout, Bengaluru Urban, Karnataka - 560029",,,,9000752442,,2015-06-09,52,50-100
ENT-00096,Ananya Devices Solutions,Ananya Devices Solutions,Electronics Assembly,Manufacturing,2610,Orange,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 250, D Extension, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_6E7181A7E4B61A66,GSTIN_3B0B225DA27E5FC2,,9000760361,contact0096@examplebiz.in,2024-02-02,18,50-100
ENT-00097,Ananya Labs Pvt Ltd,Ananya Labs,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 216, Shed Behind Metro, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_F23A85C0426F601B,GSTIN_86D7D7F0675821B5,,9000768280,,2012-10-20,2,25-50
ENT-00098,Ganesh Works,Ganesh Works,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 76, B Industrial Layout, BTM Layout, Bengaluru Urban, Karnataka - 560029",PAN_0BE0ABA78E98D584,GSTIN_21E1AB5D76E10596,UDYAM_6399F0FF871F3C6E,9000776199,,2017-11-18,3,50-100
ENT-00099,Mysore Cargo Solutions,Mysore Cargo Solutions,Logistics / Warehouse,Service,5210,Green,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 62, Shed 1st Cross, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_E9BD68AFABFF1B32,GSTIN_9D23D1FC7C1597DC,,,contact0099@examplebiz.in,2025-12-08,120,100-500
ENT-00100,Srinidhi Traders,Srinidhi Traders,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 235, D Extension, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",,,,9000792037,contact0100@examplebiz.in,2021-11-28,180,500+
ENT-00101,Srinidhi Enterprises,Srinidhi Enterprises,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 195, B Behind Metro, Banashankari, Bengaluru Urban, Karnataka - 560085",,,UDYAM_36FF63D1ABC5AE04,,contact0101@examplebiz.in,2015-12-14,8,500+
ENT-00102,Sharma CNC Enterprises,Sharma CNC Enterprises,Machine Tools,Manufacturing,2819,Orange,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 68, A Main Road, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",PAN_CF3D72FC68ACC925,GSTIN_D9A2F57AD6276796,UDYAM_3F8156D82D9F3F20,9000807875,,2022-12-25,12,0-10
ENT-00103,Aditya Garments Industries,Aditya Garments Industries,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 90, Plot Main Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_AAFF359F4A465DD0,GSTIN_690CD349B1174245,UDYAM_3799FEFE18393B57,,contact0103@examplebiz.in,2017-10-02,5,100-500
ENT-00104,Navya Printers Traders,Navya Printers Traders,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560100,Electronic City,Bommanahalli,Ward-192,"No 18, Shed Main Road, Electronic City, Bengaluru Urban, Karnataka - 560100",PAN_0EA235E6595FDA7C,GSTIN_F472A00481267E66,UDYAM_C529C51700E7C1E8,9000823713,,2012-08-18,5,25-50
ENT-00105,Kaveri Pvt Ltd,Kaveri,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 86, Behind Metro, BTM Layout, Bengaluru Urban, Karnataka - 560029",PAN_45FE265FDFB35DE8,GSTIN_EB267CF53746D512,UDYAM_5EBF7B700AED988D,,,2019-08-08,18,10-25
ENT-00106,Naveen Stores LLP,Naveen Stores,Logistics / Warehouse,Service,5210,Green,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 237, A Service Road, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_AC622BC4E03021C2,,,9000839551,contact0106@examplebiz.in,2021-01-10,5,0-10
ENT-00107,Harsha Industries,Harsha Industries,Printing / Packaging,Manufacturing,1811,Orange,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 45, Extension, Devaraja Mohalla, Mysuru, Karnataka - 570001",PAN_4E5246BB5DDF018D,GSTIN_FC9EA718D4611229,,,,2021-12-27,4,500+
ENT-00108,Mysore Fashions Enterprises,Mysore Fashions Enterprises,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 287, D Service Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_B5EF6E45EB57FE76,,UDYAM_9769E20C926EF700,9000855389,contact0108@examplebiz.in,2023-04-29,3,25-50
ENT-00109,Bangalore Packaging Works,Bangalore Packaging Works,Plastic Moulding,Manufacturing,2220,Red,Tumakuru,TUM,572101,BH Road,Tumakuru,Ward-T01,"No 135, A 1st Cross, BH Road, Tumakuru, Karnataka - 572101",PAN_DBCC763950F285C5,,,9000863308,,2022-06-10,85,100-500
ENT-00110,Sharma Chem LLP,Sharma Chem,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 218, B Industrial Layout, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_1DABC2C1FF2E9BCB,GSTIN_64543AC915709F68,UDYAM_DC548EEEB4B087BD,9000871227,contact0110@examplebiz.in,2022-05-14,10,25-50
ENT-00111,Naveen Polymers Solutions,Naveen Polymers Solutions,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 64, Shed Sector, HSR Layout, Bengaluru Urban, Karnataka - 560102",PAN_92F3E575771488A9,,UDYAM_F43AB8C8AD4BFE52,9000879146,contact0111@examplebiz.in,2017-10-22,18,25-50
ENT-00112,Ananya Solutions,Ananya Solutions,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 218, B Industrial Layout, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_4A21AB8C004EEBFF,GSTIN_BB797D1DB0FEF6B9,,,contact0112@examplebiz.in,2018-11-29,120,10-25
ENT-00113,Harsha Tools Associates,Harsha Tools Associates,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560001,MG Road,East,Ward-111,"No 299, C Industrial Layout, MG Road, Bengaluru Urban, Karnataka - 560001",PAN_1ED35C49BCEF6450,GSTIN_306F60CFB4FDA8DB,UDYAM_1D80FEDB6AEC41D9,,contact0113@examplebiz.in,2016-05-06,36,50-100
ENT-00114,Nandi Bakery Pvt Ltd,Nandi Bakery,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 99, A 3rd Phase, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",,,,9000902903,,2024-12-01,52,100-500
ENT-00115,Bangalore Care Works,Bangalore Care Works,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 185, C Service Road, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",,,,9000910822,contact0115@examplebiz.in,2012-11-29,180,0-10
ENT-00116,Prakruthi Packaging Industries,Prakruthi Packaging Industries,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 259, Industrial Layout, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",PAN_48CB936EB630942B,,,9000918741,,2022-02-23,18,50-100
ENT-00117,Mysore Printers Company,Mysore Printers Company,Printing / Packaging,Manufacturing,1811,Orange,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 229, Industrial Layout, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",,,UDYAM_7F04E9BAE2CE3812,,contact0117@examplebiz.in,2014-10-10,4,500+
ENT-00118,Prakruthi Electronics Industries,Prakruthi Electronics Industries,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 121, Shed 3rd Phase, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",,,UDYAM_B93BD20086D93988,,,2017-12-15,12,10-25
ENT-00119,Ravi Solutions,Ravi Solutions,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560034,Koramangala,South-East,Ward-151,"No 122, 1st Cross, Koramangala, Bengaluru Urban, Karnataka - 560034",,,,9000942498,contact0119@examplebiz.in,2014-08-30,180,0-10
ENT-00120,Aarohi Medical Works,Aarohi Medical Works,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 281, A 3rd Phase, Devanahalli, Bengaluru Rural, Karnataka - 562110",PAN_3426BF4E10BA99AA,,,9000950417,contact0120@examplebiz.in,2015-07-12,4,100-500
ENT-00121,Sree Clinic Industries,Sree Clinic Industries,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 36, Sector, HSR Layout, Bengaluru Urban, Karnataka - 560102",PAN_994EE32A438CF116,GSTIN_9BFDA5A314E1227A,UDYAM_28C2098C7518C45A,9000958336,contact0121@examplebiz.in,2012-08-15,4,50-100
ENT-00122,Aarohi Apparels Company,Aarohi Apparels Company,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 136, D 3rd Phase, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",PAN_85F87E236D2A6FCC,GSTIN_4C0AA1E5E21474CB,UDYAM_BB1D36B7E23905B5,9000966255,,2017-12-17,120,25-50
ENT-00123,Nisarga Industrial Co,Nisarga Industrial Co,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 194, A Behind Metro, Hebbal, Bengaluru Urban, Karnataka - 560024",,,UDYAM_A9794DD65837FAF7,9000974174,,2016-03-25,12,25-50
ENT-00124,Sahana Works Company,Sahana Works Company,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 50, Sector, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",,,UDYAM_8163A4B6D866AA63,9000982093,contact0124@examplebiz.in,2024-07-26,10,25-50
ENT-00125,Navya Snacks Industries,Navya Snacks Industries,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560100,Electronic City,Bommanahalli,Ward-192,"No 87, Plot 2nd Main, Electronic City, Bengaluru Urban, Karnataka - 560100",PAN_A783B6C9AF59A03B,,UDYAM_757413594D6114AB,,contact0125@examplebiz.in,2014-06-05,52,50-100
ENT-00126,Sahana Garments Company,Sahana Garments Company,Textile / Garments,Manufacturing,1410,Green,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 98, D Extension, Nanjangud Road, Mysuru, Karnataka - 570018",,,,9000997931,,2024-10-11,5,100-500
ENT-00127,Omkar Graphics Industries,Omkar Graphics Industries,Printing / Packaging,Manufacturing,1811,Orange,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 160, A Extension, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_CA44E0E20A38F7EF,,,,,2022-01-13,12,50-100
ENT-00128,Srinidhi Co,Srinidhi Co,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 144, 3rd Phase, Devanahalli, Bengaluru Rural, Karnataka - 562110",PAN_0A46A85D32D542DE,GSTIN_4592BB43E41854D8,,9001013769,contact0128@examplebiz.in,2014-11-23,120,500+
ENT-00129,Sri Devices LLP,Sri Devices,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 2, A Sector, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",,,UDYAM_A0235AC916403A8B,9001021688,contact0129@examplebiz.in,2012-04-25,8,500+
ENT-00130,Kaveri Cargo Solutions,Kaveri Cargo Solutions,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 1, 2nd Main, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",,,,9001029607,contact0130@examplebiz.in,2014-09-24,180,500+
ENT-00131,Aditya Systems LLP,Aditya Systems,Electronics Assembly,Manufacturing,2610,Orange,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 181, Shed Extension, Devaraja Mohalla, Mysuru, Karnataka - 570001",PAN_231E8E36881D713A,GSTIN_91875F47DC945CE1,,,contact0131@examplebiz.in,2013-10-27,12,10-25
ENT-00132,Sri Kitchen Enterprises,Sri Kitchen Enterprises,Restaurant / Cafe,Service,5610,Green,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 128, A Extension, Hoskote, Bengaluru Rural, Karnataka - 562114",,,,9001045445,contact0132@examplebiz.in,2020-04-18,12,50-100
ENT-00133,Sri Moulding Works,Sri Moulding Works,Plastic Moulding,Manufacturing,2220,Red,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 257, B Service Road, Devaraja Mohalla, Mysuru, Karnataka - 570001",,,UDYAM_67A305DDF860ED9A,9001053364,,2025-05-08,18,100-500
ENT-00134,Udupi Logistics Company,Udupi Logistics Company,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 271, Near Bus Stop, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",PAN_AD937F80922F34C9,GSTIN_8A4FC6F01E6DEE61,,,contact0134@examplebiz.in,2016-09-29,25,0-10
ENT-00135,Kaveri Textiles Enterprises,Kaveri Textiles Enterprises,Textile / Garments,Manufacturing,1410,Green,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 282, D 3rd Phase, Devanahalli, Bengaluru Rural, Karnataka - 562110",PAN_23C81105E0EECC7E,,UDYAM_33C39DA3994A7426,,contact0135@examplebiz.in,2015-03-14,120,100-500
ENT-00136,Aarohi Bakery Industries,Aarohi Bakery Industries,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 294, D Extension, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_A883E527E0C56927,GSTIN_FFAABB21D4D2FDD2,,9001077121,contact0136@examplebiz.in,2021-03-16,25,25-50
ENT-00137,Omkar Agro Co,Omkar Agro Co,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560100,Electronic City,Bommanahalli,Ward-192,"No 138, 1st Cross, Electronic City, Bengaluru Urban, Karnataka - 560100",PAN_02F50B1E99975C3B,GSTIN_32A53961B54C9C79,UDYAM_8C456A455626EFF6,9001085040,,2021-06-12,4,0-10
ENT-00138,Meghana Meals Industries,Meghana Meals Industries,Restaurant / Cafe,Service,5610,Green,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 244, B 1st Cross, Devaraja Mohalla, Mysuru, Karnataka - 570001",,,,9001092959,contact0138@examplebiz.in,2022-07-26,85,500+
ENT-00139,Harsha Works Co,Harsha Works Co,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560037,Whitefield,Mahadevapura,Ward-085,"No 1, D 2nd Main, Whitefield, Bengaluru Urban, Karnataka - 560037",,,UDYAM_A82398E6C20D94C6,,contact0139@examplebiz.in,2023-08-20,25,10-25
ENT-00140,Omkar Agro Company,Omkar Agro Company,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 114, B Behind Metro, Bommanahalli, Bengaluru Urban, Karnataka - 560068",,,UDYAM_65BB39DF3976E569,9001108797,,2016-02-14,18,10-25
ENT-00141,Nisarga Packaging Traders,Nisarga Packaging Traders,Plastic Moulding,Manufacturing,2220,Red,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 249, Shed Industrial Layout, Devaraja Mohalla, Mysuru, Karnataka - 570001",PAN_9242B1A8BB94D8E6,GSTIN_29D9D9B3327F96E0,UDYAM_79189F6C5BF1B68B,,,2021-05-27,5,25-50
ENT-00142,Lakshmi Pharma Works,Lakshmi Pharma Works,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 147, B Extension, Bagalur, Bengaluru Rural, Karnataka - 562157",,,,,,2021-08-15,12,50-100
ENT-00143,Siddhi Pvt Ltd,Siddhi,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560078,Jayanagar,South,Ward-168,"No 57, Shed 1st Cross, Jayanagar, Bengaluru Urban, Karnataka - 560078",PAN_E7BA1C541B523007,GSTIN_28F1CEE0CCF48D1F,UDYAM_09A67E006C8238F6,9001132554,contact0143@examplebiz.in,2023-01-21,36,0-10
ENT-00144,Varun Meals Solutions,Varun Meals Solutions,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 50, Plot Industrial Layout, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_247DB6AE9D64D8F1,GSTIN_007585AF69F4BF3E,,9001140473,,2014-07-04,4,0-10
ENT-00145,Veda Works,Veda Works,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 37, C Sector, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",PAN_AFC8094B4CA9D821,,,,contact0145@examplebiz.in,2018-07-18,25,500+
ENT-00146,Udupi Circuits LLP,Udupi Circuits,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 155, Behind Metro, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",,,UDYAM_7D65CF22B1600335,,,2025-05-17,10,0-10
ENT-00147,Siddhi Supply LLP,Siddhi Supply,Logistics / Warehouse,Service,5210,Green,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 21, 2nd Main, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_5B7DDE661287A0E4,,,9001164230,contact0147@examplebiz.in,2015-04-24,18,10-25
ENT-00148,Vijaya Tools Solutions,Vijaya Tools Solutions,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 219, Plot Sector, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_2A326CE9B95887B7,,UDYAM_228290D471841BC5,,,2016-12-13,36,25-50
ENT-00149,Udupi Pharma Works,Udupi Pharma Works,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 293, Plot Service Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_90EA63FC67D743F0,GSTIN_42BC7850B1CC5F62,,,contact0149@examplebiz.in,2015-11-09,36,500+
ENT-00150,Bangalore Company,Bangalore Company,Food Processing,Manufacturing,1030,Orange,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 129, C 1st Cross, Devaraja Mohalla, Mysuru, Karnataka - 570001",,,,9001187987,contact0150@examplebiz.in,2020-01-12,2,50-100
