candidate_pair_id,left_source_system,left_record_id,left_business_name,right_source_system,right_record_id,right_business_name,pin_code,match_score,decision,name_score,address_score,identifier_score,phone_score,same_entity_ground_truth,explanation
PAIR-000285,GST,GST-KA-BLRU-2019-000080,M/S Mysore Fashions Enterprises,FACTORY,KFBIS-FAC-BLRU-2023-000053,Mysore Fashions Entp,560064,84,HUMAN_REVIEW,85.1,100,95,0,True,requires human review: high name similarity (85.1); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000378,UDYAM,UDYAM-KR-BLRR-2015-000129,M/S Meghana Spices LLP,BBMP,BBMP-TL-BENG-2020-000103,Meghana Spices LLP,562114,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000379,BBMP,BBMP-TL-BENG-2020-000103,Meghana Spices LLP,KSPCB,PCB/BLRR/CTE/2019/00116,Meghana Spices LLP,562114,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000380,SHOP,KAR-SHOP-BLRU-2016-000176,Sree Print Co,BBMP,BBMP-TL-BOMM-2022-000105,Sree Print Co,560102,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000381,SHOP,KAR-SHOP-BLRU-2019-000177,Vijaya Moulding Solutions,FACTORY,KFBIS-FAC-BLRU-2015-000121,Vijaya Moulding Solutions,560066,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000382,SHOP,KAR-SHOP-BLRU-2018-000181,Ganesh Care Company,UDYAM,UDYAM-KR-BLRU-2017-000134,Ganesh Care Co,560034,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000383,LABOUR,LAB-KA-BLRU-2025-000138,M/S Ananya Chem Industries,KSPCB,PCB/BLRU/CTO/2015/00127,Ananya Chem Industries,560059,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000384,LABOUR,LAB-KA-BLRU-2022-000139,M/S Harsha Works,SHOP,KAR-SHOP-BLRU-2023-000192,Harsha Works,560064,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000385,SHOP,KAR-SHOP-BLRU-2022-000195,Aarohi Bakery Associates,UDYAM,UDYAM-KR-BLRU-2022-000144,Aarohi Bakery Associates,560076,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000386,GST,GST-KA-BLRU-2021-000231,Aarohi Bakery Associates,LABOUR,LAB-KA-BLRU-2022-000141,Aarohi Bakery Associates,560076,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000387,UDYAM,UDYAM-KR-BLRU-2017-000151,Varun Systems Solutions,GST,GST-KA-BLRU-2025-000240,Varun Systems Solutions,560100,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000388,GST,GST-KA-BLRU-2025-000240,Varun Systems Solutions,SHOP,KAR-SHOP-BLRU-2016-000204,Varun Systems Solutions,560100,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000389,FACTORY,KFBIS-FAC-BLRU-2021-000132,M/S Varun Systems Solutions,SHOP,KAR-SHOP-BLRU-2016-000204,Varun Systems Solutions,560100,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000390,BBMP,BBMP-TL-MAHA-2018-000126,Bangalore Industries LLP,KSPCB,PCB/BLRU/CTE/2023/00140,M/S Bangalore Industries LLP,560066,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000391,LABOUR,LAB-KA-BLRU-2023-000152,Naveen Printers Solutions,KSPCB,PCB/BLRU/CTE/2017/00141,Naveen Printers Solutions,560059,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000392,LABOUR,LAB-KA-BLRU-2023-000152,Naveen Printers Solutions,BBMP,BBMP-TL-WEST-2017-000127,Naveen Printers Solutions,560059,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000393,FACTORY,KFBIS-FAC-MYS-2017-000142,Nisarga Circuits Enterprises,KSPCB,PCB/MYS/CTO/2022/00146,Nisarga Circuits Enterprises,570018,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000394,KSPCB,PCB/BLRU/CTE/2023/00147,Sree Enterprises,FACTORY,KFBIS-FAC-BLRU-2024-000143,Sree Enterprises,560100,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000395,KSPCB,PCB/BLRU/CTE/2023/00147,Sree Enterprises,BBMP,BBMP-TL-BOMM-2020-000130,Sree Enterprises,560100,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000396,SHOP,KAR-SHOP-BLRU-2021-000217,Varun Industries,KSPCB,PCB/BLRU/CTE/2021/00148,Varun Industries,560078,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000397,BBMP,BBMP-TL-BOMM-2017-000131,Naveen Medical Solutions,GST,GST-KA-BLRU-2019-000258,Naveen Medical Solutions,560102,74,HUMAN_REVIEW,100.0,100,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (100); same phone number
PAIR-000398,UDYAM,UDYAM-KR-BLRU-2024-000002,Sharma Coatings Co,GST,GST-KA-BLRU-2022-000004,Sharma Coatings Co,560059,73,HUMAN_REVIEW,100.0,96.3,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.3); same phone number
PAIR-000399,KSPCB,PCB/MYS/CTO/2018/00003,M/S Deccan Industries,LABOUR,LAB-KA-MYS-2016-000002,Deccan Industres,570001,73,HUMAN_REVIEW,97.0,100,25,100,True,requires human review: high name similarity (97.0); similar address/PIN (100); same phone number
PAIR-000400,GST,GST-KA-BLRR-2025-000006,M/S Srinidhi Trans Works,SHOP,KAR-SHOP-BLRR-2021-000006,Srinidhi rans Works,562114,73,HUMAN_REVIEW,97.4,99.6,25,100,True,requires human review: high name similarity (97.4); similar address/PIN (99.6); same phone number
PAIR-000401,FACTORY,KFBIS-FAC-BLRU-2019-000006,Siddhi Industrial Industries,LABOUR,LAB-KA-BLRU-2025-000005,Siddhi Industrial Industries,560100,73,HUMAN_REVIEW,100.0,96.4,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.4); same phone number
PAIR-000402,FACTORY,KFBIS-FAC-BLRR-2016-000008,Vea Coatings Works,GST,GST-KA-BLRR-2017-000014,Veda Coatings Works,562110,73,HUMAN_REVIEW,97.3,100,25,100,True,requires human review: high name similarity (97.3); similar address/PIN (100); same phone number
PAIR-000403,LABOUR,LAB-KA-BLRU-2024-000014,Bangalore Moulding Associates,SHOP,KAR-SHOP-BLRU-2022-000018,Bangalore Moulding Associates,560068,73,HUMAN_REVIEW,100.0,95.7,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (95.7); same phone number
PAIR-000404,KSPCB,PCB/BLRU/CTO/2024/00012,Bangalore Moulding Associates,FACTORY,KFBIS-FAC-BLRU-2025-000013,Bangalore Moulding Associates,560068,73,HUMAN_REVIEW,100.0,97.9,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (97.9); same phone number
PAIR-000405,GST,GST-KA-BLRU-2023-000019,Bangalore Moulding Assocites,FACTORY,KFBIS-FAC-BLRU-2025-000013,Bangalore Moulding Associates,560068,73,HUMAN_REVIEW,98.2,100,25,100,True,requires human review: high name similarity (98.2); similar address/PIN (100); same phone number
PAIR-000406,LABOUR,LAB-KA-BLRU-2022-000023,Nandi Solvents LLP,FACTORY,KFBIS-FAC-BLRU-2024-000021,Nandi Solvents LLP,560100,73,HUMAN_REVIEW,100.0,96.4,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.4); same phone number
PAIR-000407,SHOP,KAR-SHOP-BLRU-2021-000034,Omkar Pvt Ltd,LABOUR,LAB-KA-BLRU-2024-000024,Omkar Pvt Ltd,560043,73,HUMAN_REVIEW,100.0,96.4,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.4); same phone number
PAIR-000408,FACTORY,KFBIS-FAC-BLRR-2022-000027,Veda Stitch LLP,LABOUR,LAB-KA-BLRR-2017-000030,Veda Stitch LLP,562114,73,HUMAN_REVIEW,100.0,98.5,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (98.5); same phone number
PAIR-000409,BBMP,BBMP-TL-CENT-2019-000022,Vijaya Bites Industries,SHOP,KAR-SHOP-MYS-2022-000049,Vijaya Bites Idustries,570001,73,HUMAN_REVIEW,97.8,100,25,100,True,requires human review: high name similarity (97.8); similar address/PIN (100); same phone number
PAIR-000410,UDYAM,UDYAM-KR-TUM-2024-000039,Prakruthi CNC LLP,SHOP,KAR-SHOP-TUM-2015-000051,Prakruth CNC LLP,572106,73,HUMAN_REVIEW,96.0,100,25,100,True,requires human review: high name similarity (96.0); similar address/PIN (100); same phone number
PAIR-000411,BBMP,BBMP-TL-BENG-2023-000025,M/S Aditya Medical Pvt Ltd,LABOUR,LAB-KA-BLRR-2022-000035,Aditya Medical Pvt. Ltd.,562114,73,HUMAN_REVIEW,100.0,97.1,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (97.1); same phone number
PAIR-000412,FACTORY,KFBIS-FAC-BLRU-2017-000046,Kaveri Systems Pvt Ltd,BBMP,BBMP-TL-BOMM-2022-000032,Kaveri Systems Pvt Ltd,560102,73,HUMAN_REVIEW,100.0,97.9,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (97.9); same phone number
PAIR-000413,BBMP,BBMP-TL-BOMM-2022-000032,Kaveri Systems Pvt Ltd,KSPCB,PCB/BLRU/CTO/2018/00038,M/S Kaveri Systems Pvt Ltd,560102,73,HUMAN_REVIEW,100.0,97.9,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (97.9); same phone number
PAIR-000414,SHOP,KAR-SHOP-BLRU-2016-000080,Sree Clinic Industries,GST,GST-KA-BLRU-2020-000090,M/S Sree Clini Industries,560102,73,HUMAN_REVIEW,97.7,100,25,100,True,requires human review: high name similarity (97.7); similar address/PIN (100); same phone number
PAIR-000415,FACTORY,KFBIS-FAC-BLRU-2018-000064,Aarohi Aparels Co,SHOP,KAR-SHOP-BLRU-2022-000081,Aarohi Apparels Company,560076,73,HUMAN_REVIEW,96.6,100,25,100,True,requires human review: high name similarity (96.6); similar address/PIN (100); same phone number
PAIR-000416,SHOP,KAR-SHOP-BLRU-2023-000083,Sahana Works Company,UDYAM,UDYAM-KR-BLRU-2024-000060,SAHANA WORKS COMPANY,560059,73,HUMAN_REVIEW,100.0,96.7,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.7); same phone number
PAIR-000417,BBMP,BBMP-TL-BENG-2020-000047,Sri Kitchen Entp,SHOP,KAR-SHOP-BLRR-2017-000088,Sri Kitchen Entp,562114,73,HUMAN_REVIEW,100.0,95.7,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (95.7); same phone number
PAIR-000418,SHOP,KAR-SHOP-BLRU-2021-000091,Omkar Agro Co,UDYAM,UDYAM-KR-BLRU-2020-000066,OMKAR AGRO CO,560100,73,HUMAN_REVIEW,100.0,95.5,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (95.5); same phone number
PAIR-000419,SHOP,KAR-SHOP-BLRR-2020-000109,Asha Clinic Solutions,GST,GST-KA-BLRR-2020-000126,Asha Clinic Solutions,562114,73,HUMAN_REVIEW,100.0,96.2,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.2); same phone number
PAIR-000420,UDYAM,UDYAM-KR-BLRU-2018-000080,Sharma Electronics Solutions,BBMP,BBMP-TL-EAST-2019-000061,M/S Sharma Electronics Solutions,560001,73,HUMAN_REVIEW,100.0,95.2,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (95.2); same phone number
PAIR-000421,LABOUR,LAB-KA-MYS-2016-000099,Harsha Meals Associates,GST,GST-KA-MYS-2018-000155,Hrsha Meals Associates,570018,73,HUMAN_REVIEW,97.8,100,25,100,True,requires human review: high name similarity (97.8); similar address/PIN (100); same phone number
PAIR-000422,GST,GST-KA-MYS-2018-000155,Hrsha Meals Associates,SHOP,KAR-SHOP-MYS-2022-000134,Harsha Meals Associates,570018,73,HUMAN_REVIEW,97.8,100,25,100,True,requires human review: high name similarity (97.8); similar address/PIN (100); same phone number
PAIR-000423,SHOP,KAR-SHOP-BLRR-2017-000137,Veda Associates,GST,GST-KA-BLRR-2022-000158,Veda Associates,562157,73,HUMAN_REVIEW,100.0,97.3,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (97.3); same phone number
PAIR-000424,FACTORY,KFBIS-FAC-BLRR-2023-000101,Navya Precision Traders,KSPCB,PCB/BLRR/CTE/2023/00095,M/S Navya Precision Traders,562157,73,HUMAN_REVIEW,100.0,98.1,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (98.1); same phone number
PAIR-000425,KSPCB,PCB/BLRR/CTE/2023/00095,M/S Navya Precision Traders,LABOUR,LAB-KA-BLRR-2023-000109,Navya Precision Traders,562157,73,HUMAN_REVIEW,100.0,96.3,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.3); same phone number
PAIR-000426,BBMP,BBMP-TL-SOUT-2017-000090,M/S Bharath Cargo Pvt Ltd,SHOP,KAR-SHOP-BLRU-2023-000155,M/S Bharath Cargo Pvt Ltd,560034,73,HUMAN_REVIEW,100.0,98.1,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (98.1); same phone number
PAIR-000427,KSPCB,PCB/BLRU/CTE/2016/00101,M/S Sharma Print Enterprises,SHOP,KAR-SHOP-BLRU-2015-000156,Sharma Print Enterprises,560085,73,HUMAN_REVIEW,100.0,96.6,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.6); same phone number
PAIR-000428,GST,GST-KA-BLRR-2022-000193,Sharma Coatings Pvt Ltd,UDYAM,UDYAM-KR-BLRR-2021-000120,Sharma Coaings Pvt Ltd,562157,73,HUMAN_REVIEW,96.6,100,25,100,True,requires human review: high name similarity (96.6); similar address/PIN (100); same phone number
PAIR-000429,KSPCB,PCB/BLRU/CTE/2025/00107,Ananya Labs Enterprises,GST,GST-KA-BLRU-2025-000194,M/S Ananya Labs Enterprises,560085,73,HUMAN_REVIEW,100.0,96.4,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.4); same phone number
PAIR-000430,SHOP,KAR-SHOP-BLRR-2019-000174,Meghana Spices LLP,KSPCB,PCB/BLRR/CTE/2019/00116,Meghana Spices LLP,562114,73,HUMAN_REVIEW,100.0,96.3,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (96.3); same phone number
PAIR-000431,FACTORY,KFBIS-FAC-BLRU-2015-000121,Vijaya Moulding Solutions,KSPCB,PCB/BLRU/CTE/2022/00120,Vijaya Mouding Solutions,560066,73,HUMAN_REVIEW,98.0,98.7,25,100,True,requires human review: high name similarity (98.0); similar address/PIN (98.7); same phone number
PAIR-000432,KSPCB,PCB/BLRU/CTE/2022/00120,Vijaya Mouding Solutions,LABOUR,LAB-KA-BLRU-2020-000131,M/S Vijaya Moulding Solutions,560066,73,HUMAN_REVIEW,98.0,98.7,25,100,True,requires human review: high name similarity (98.0); similar address/PIN (98.7); same phone number
PAIR-000433,BBMP,BBMP-TL-EAST-2024-000117,M/S Prakruthi Packaging Works,LABOUR,LAB-KA-BLRU-2025-000140,Prakruthi Packaging Works,560043,73,HUMAN_REVIEW,100.0,95.7,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (95.7); same phone number
PAIR-000434,LABOUR,LAB-KA-BLRU-2021-000156,Nisarga Labels Pvt Ltd,SHOP,KAR-SHOP-BLRU-2022-000212,Nisarga Labels Pvt. Ltd.,560037,73,HUMAN_REVIEW,100.0,98.2,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (98.2); same phone number
PAIR-000435,GST,GST-KA-BLRU-2019-000258,Naveen Medical Solutions,LABOUR,LAB-KA-BLRU-2018-000160,M/S Naveen Medical Solutions,560102,73,HUMAN_REVIEW,100.0,97.9,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (97.9); same phone number
PAIR-000436,KSPCB,PCB/BLRR/CTE/2018/00009,Veda Coatings Works,FACTORY,KFBIS-FAC-BLRR-2016-000008,Vea Coatings Works,562110,72,HUMAN_REVIEW,97.3,95.7,25,100,True,requires human review: high name similarity (97.3); similar address/PIN (95.7); same phone number
PAIR-000437,GST,GST-KA-BLRU-2023-000019,Bangalore Moulding Assocites,LABOUR,LAB-KA-BLRU-2024-000014,Bangalore Moulding Associates,560068,72,HUMAN_REVIEW,98.2,95.7,25,100,True,requires human review: high name similarity (98.2); similar address/PIN (95.7); same phone number
PAIR-000438,GST,GST-KA-MYS-2023-000045,Pakruthi Electronics Industries,FACTORY,KFBIS-FAC-MYS-2018-000025,M/S Prakruthi Electronics Industries,570016,72,HUMAN_REVIEW,98.4,96.9,25,100,True,requires human review: high name similarity (98.4); similar address/PIN (96.9); same phone number
PAIR-000439,SHOP,KAR-SHOP-TUM-2015-000051,Prakruth CNC LLP,FACTORY,KFBIS-FAC-TUM-2018-000031,Prakruthi CNC LLP,572106,72,HUMAN_REVIEW,96.0,96.4,25,100,True,requires human review: high name similarity (96.0); similar address/PIN (96.4); same phone number
PAIR-000440,LABOUR,LAB-KA-BLRU-2024-000055,M/S Naveen Polymers Solutions,KSPCB,PCB/BLRU/CTE/2025/00049,Naveen Polymers Solutions,560102,72,HUMAN_REVIEW,100.0,92.6,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (92.6); same phone number
PAIR-000441,FACTORY,KFBIS-FAC-BLRU-2024-000065,Sahana Works Company,SHOP,KAR-SHOP-BLRU-2023-000083,Sahana Works Company,560059,72,HUMAN_REVIEW,100.0,92.6,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (92.6); same phone number
PAIR-000442,UDYAM,UDYAM-KR-BLRU-2024-000060,SAHANA WORKS COMPANY,KSPCB,PCB/BLRU/CTE/2023/00055,Sahna Works Company,560059,72,HUMAN_REVIEW,95.7,100,25,100,True,requires human review: high name similarity (95.7); similar address/PIN (100); same phone number
PAIR-000443,SHOP,KAR-SHOP-BLRU-2023-000104,Mysore Industries,LABOUR,LAB-KA-BLRU-2019-000075,M/S ysore Industries,560085,72,HUMAN_REVIEW,97.0,96.7,25,100,True,requires human review: high name similarity (97.0); similar address/PIN (96.7); same phone number
PAIR-000444,LABOUR,LAB-KA-BLRU-2015-000078,Ananya CNC LLP,UDYAM,UDYAM-KR-BLRU-2025-000077,M/S Ananya CNC LLP,560037,72,HUMAN_REVIEW,100.0,93.5,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (93.5); same phone number
PAIR-000445,GST,GST-KA-BLRU-2018-000127,Sahana Kitchen Solutions,FACTORY,KFBIS-FAC-BLRU-2022-000080,Sahana Kitchen Solutions,560058,72,HUMAN_REVIEW,100.0,93.8,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (93.8); same phone number
PAIR-000446,UDYAM,UDYAM-KR-BLRU-2015-000110,Sree Tools LLP,KSPCB,PCB/BLRU/CTE/2016/00097,M/S Sree Tools LLP,560066,72,HUMAN_REVIEW,100.0,92.9,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (92.9); same phone number
PAIR-000447,UDYAM,UDYAM-KR-BLRR-2020-000126,Navya Mol LLP,FACTORY,KFBIS-FAC-BLRR-2021-000114,Navya Mold LLP,562114,72,HUMAN_REVIEW,94.7,100,25,100,True,requires human review: high name similarity (94.7); similar address/PIN (100); same phone number
PAIR-000448,UDYAM,UDYAM-KR-BLRU-2020-000133,BANGALORE TRADERS,GST,GST-KA-BLRU-2018-000214,Bangalore Traders,560066,72,HUMAN_REVIEW,100.0,94.8,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (94.8); same phone number
PAIR-000449,SHOP,KAR-SHOP-TUM-2020-000202,Aditya Works,GST,GST-KA-TUM-2019-000238,M/S Aditya Wors,572106,72,HUMAN_REVIEW,95.7,100,25,100,True,requires human review: high name similarity (95.7); similar address/PIN (100); same phone number
PAIR-000450,SHOP,KAR-SHOP-BLRU-2015-000203,Srinidhi Press Works,KSPCB,PCB/BLRU/CTE/2015/00133,Srinidhi Press Works,560078,72,HUMAN_REVIEW,100.0,94.6,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (94.6); same phone number
PAIR-000451,UDYAM,UDYAM-KR-BLRU-2020-000160,M/S Nisarga Labels Pvt Ltd,SHOP,KAR-SHOP-BLRU-2022-000212,Nisarga Labels Pvt. Ltd.,560037,72,HUMAN_REVIEW,100.0,92.6,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (92.6); same phone number
PAIR-000452,UDYAM,UDYAM-KR-BLRR-2023-000034,M/S Veda Stitch LLP,FACTORY,KFBIS-FAC-BLRR-2022-000027,Veda Stitch LLP,562114,71,HUMAN_REVIEW,100.0,90.4,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (90.4); same phone number
PAIR-000453,GST,GST-KA-BLRU-2025-000071,M/S DECCAN PACKAGING TRADERS,KSPCB,PCB/BLRU/CTO/2020/00039,Deccan Packaging Traders,560029,71,HUMAN_REVIEW,100.0,88.7,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (88.7); same phone number
PAIR-000454,KSPCB,PCB/BLRU/CTO/2020/00039,Deccan Packaging Traders,SHOP,KAR-SHOP-BLRU-2016-000066,Decan Packaging Traders,560029,71,HUMAN_REVIEW,97.9,91.2,25,100,True,requires human review: high name similarity (97.9); similar address/PIN (91.2); same phone number
PAIR-000455,KSPCB,PCB/BLRU/CTE/2017/00141,Naveen Printers Solutions,SHOP,KAR-SHOP-BLRU-2016-000210,Naveen Printers Solutions,560059,71,HUMAN_REVIEW,100.0,90.7,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (90.7); same phone number
PAIR-000456,SHOP,KAR-SHOP-BLRU-2016-000210,Naveen Printers Solutions,BBMP,BBMP-TL-WEST-2017-000127,Naveen Printers Solutions,560059,71,HUMAN_REVIEW,100.0,90.7,25,100,True,requires human review: high name similarity (100.0); similar address/PIN (90.7); same phone number
PAIR-000457,UDYAM,UDYAM-KR-BLRR-2023-000079,VARUN DINE COMPANY,SHOP,KAR-SHOP-BLRR-2015-000111,M/SVarun Dine Company,562110,70,HUMAN_REVIEW,87.0,100,25,100,True,requires human review: high name similarity (87.0); similar address/PIN (100); same phone number
PAIR-000458,SHOP,KAR-SHOP-BLRR-2015-000111,M/SVarun Dine Company,GST,GST-KA-BLRR-2015-000128,VARUN DINE COMPANY,562110,70,HUMAN_REVIEW,87.0,100,25,100,True,requires human review: high name similarity (87.0); similar address/PIN (100); same phone number
PAIR-000459,KSPCB,PCB/BLRU/CTE/2018/00007,Siddhi Industrial Inds,FACTORY,KFBIS-FAC-BLRU-2019-000006,Siddhi Industrial Industries,560100,69,HUMAN_REVIEW,88.0,96.4,25,100,True,requires human review: high name similarity (88.0); similar address/PIN (96.4); same phone number
PAIR-000460,BBMP,BBMP-TL-YELA-2024-000027,Veda Kitchen Inds,SHOP,KAR-SHOP-BLRU-2023-000059,Veda Kitchen Industries,560064,69,HUMAN_REVIEW,85.0,100,25,100,True,requires human review: high name similarity (85.0); similar address/PIN (100); same phone number
PAIR-000461,BBMP,BBMP-TL-CENT-2023-000049,Meghana Meals Inds,SHOP,KAR-SHOP-MYS-2022-000092,Meghana Meals Industries,570001,69,HUMAN_REVIEW,85.7,100,25,100,True,requires human review: high name similarity (85.7); similar address/PIN (100); same phone number
PAIR-000462,LABOUR,LAB-KA-BLRU-2019-000097,M/S Sri Foods Company,FACTORY,KFBIS-FAC-BLRU-2024-000094,M/S Sr Foods Company,560100,69,HUMAN_REVIEW,94.1,89.7,25,100,True,requires human review: high name similarity (94.1); similar address/PIN (89.7); same phone number
PAIR-000463,KSPCB,PCB/BLRU/CTO/2017/00102,M/S Kaveri Components Enterprises,GST,GST-KA-BLRU-2021-000186,Kaveri Components Entp,560078,69,HUMAN_REVIEW,86.3,97.4,25,100,True,requires human review: high name similarity (86.3); similar address/PIN (97.4); same phone number
PAIR-000464,UDYAM,UDYAM-KR-BLRU-2015-000140,Ananya Chem Inds,LABOUR,LAB-KA-BLRU-2025-000138,M/S Ananya Chem Industries,560059,69,HUMAN_REVIEW,84.2,99.7,25,100,True,requires human review: high name similarity (84.2); similar address/PIN (99.7); same phone number
PAIR-000465,SHOP,KAR-SHOP-BLRU-2021-000207,M/S Omkar Health Enterprises,BBMP,BBMP-TL-YELA-2015-000125,Omkar Health Entp,560064,69,HUMAN_REVIEW,82.9,100,25,100,True,requires human review: high name similarity (82.9); similar address/PIN (100); same phone number
PAIR-000466,UDYAM,UDYAM-KR-BLRU-2018-000038,M/S Sahana Meds Enterprises,SHOP,KAR-SHOP-BLRU-2018-000048,M/S Sahana Meds Entp,560029,68,HUMAN_REVIEW,82.1,100,25,100,True,requires human review: high name similarity (82.1); similar address/PIN (100); same phone number
PAIR-000467,SHOP,KAR-SHOP-BLRU-2019-000157,Kaveri Components Enterprises,GST,GST-KA-BLRU-2021-000186,Kaveri Components Entp,560078,68,HUMAN_REVIEW,86.3,94.9,25,100,True,requires human review: high name similarity (86.3); similar address/PIN (94.9); same phone number
PAIR-000468,SHOP,KAR-SHOP-TUM-2019-000158,Aditya Labels nterprises,GST,GST-KA-TUM-2022-000187,Aditya Labels Entp,572101,68,HUMAN_REVIEW,81.0,100,25,100,True,requires human review: high name similarity (81.0); similar address/PIN (100); same phone number
PAIR-000469,LABOUR,LAB-KA-BLRU-2020-000133,Ananya Cafe Enterprises,GST,GST-KA-BLRU-2021-000213,M/S Ananya Cafe Entp,560058,68,HUMAN_REVIEW,82.1,100,25,100,True,requires human review: high name similarity (82.1); similar address/PIN (100); same phone number
PAIR-000470,KSPCB,PCB/BLRU/CTO/2015/00094,Ananya Elec Co,GST,GST-KA-BLRU-2016-000169,ANANYA ELECTRONICS CO,560029,67,HUMAN_REVIEW,75.9,100,25,100,True,requires human review: medium name similarity (75.9); similar address/PIN (100); same phone number
PAIR-000471,GST,GST-KA-BLRU-2024-000257,Varun Inds,KSPCB,PCB/BLRU/CTE/2021/00148,Varun Industries,560078,67,HUMAN_REVIEW,76.9,100,25,100,True,requires human review: medium name similarity (76.9); similar address/PIN (100); same phone number
PAIR-000472,GST,GST-KA-MYS-2024-000005,DeccanInds,FACTORY,KFBIS-FAC-MYS-2018-000003,Deccan Industries,570001,66,HUMAN_REVIEW,74.1,100,25,100,True,requires human review: medium name similarity (74.1); similar address/PIN (100); same phone number
PAIR-000473,KSPCB,PCB/BLRU/CTE/2018/00069,Mysore Inds,LABOUR,LAB-KA-BLRU-2019-000075,M/S ysore Industries,560085,66,HUMAN_REVIEW,74.1,99.1,25,100,True,requires human review: medium name similarity (74.1); similar address/PIN (99.1); same phone number
