source_record_id,source_system,business_name_raw,business_name_normalized,address_raw,address_normalized,district,pin_code,business_type,business_category,pan_hash_present,gstin_hash_present,phone_present,blocking_key_pin_category,blocking_key_pin_name4,status,last_event_date,entity_id_ground_truth
GST-KA-MYS-2015-000060,GST,M/S Ravi Co,RAVI,"271, A 1st Cr, Hebbal Indl Area, Mysuru, KA - 570016",271 A 1ST CR HEBBAL INDL AREA MYSURU KA 570016,Mysuru,570016,Machine Tools,Manufacturing,True,False,False,570016::Manufacturing,570016::RAVI,CLOSED,2020-02-27,ENT-00079
LAB-KA-MYS-2017-000036,LABOUR,Ravi Co,RAVI,"No 271, A 1st Crs, Hebbal Industrial Area, Mysuru, Karnataka - 570016",NO 271 A 1ST CRS HEBBAL IND AREA MYSURU KARNATAKA 570016,Mysuru,570016,Machine Tools,Manufacturing,False,False,False,570016::Manufacturing,570016::RAVI,ACTIVE,2026-02-22,ENT-00079
KAR-SHOP-MYS-2023-000056,SHOP,Ravi Co,RAVI,"No 271, A 1st Crs, Hebbal Industrial Estate, Mysuru, KA - 570016",NO 271 A 1ST CRS HEBBAL IND ESTATE MYSURU KA 570016,Mysuru,570016,Machine Tools,Manufacturing,False,False,False,570016::Manufacturing,570016::RAVI,DORMANT,2025-02-12,ENT-00079
KFBIS-FAC-BLRU-2017-000037,FACTORY,Meghana Coatings Traders,MEGHANA COATINGS TRADERS,"#203, B Behind Metro, Bommanahalli, Bangalore Urban, Karnataka - 560068",203 B BEHIND METRO BOMMANAHALLI BANGALORE URBAN KARNATAKA 560068,Bengaluru Urban,560068,Chemical Blending,Manufacturing,True,False,False,560068::Manufacturing,560068::MEGH,CLOSED,2020-01-15,ENT-00080
GST-KA-BLRU-2020-000061,GST,MEGHANA COATINGS TRADERS,MEGHANA COATINGS TRADERS,"No 203, B Behind Metro, Bommanahalli, Bengaluru Urban, KA - 560068",NO 203 B BEHIND METRO BOMMANAHALLI BANGALORE URBAN KA 560068,Bengaluru Urban,560068,Chemical Blending,Manufacturing,True,False,False,560068::Manufacturing,560068::MEGH,CLOSED,2021-03-23,ENT-00080
PCB/BLRU/CTO/2016/00034,KSPCB,Meghana Coatings Traders,MEGHANA COATINGS TRADERS,"No. 203, B Behind Metro, Bommanahalli, Bengaluru Urban, K'taka - 560068",NO 203 B BEHIND METRO BOMMANAHALLI BANGALORE URBAN K TAKA 560068,Bengaluru Urban,560068,Chemical Blending,Manufacturing,True,False,False,560068::Manufacturing,560068::MEGH,DORMANT,2023-07-22,ENT-00080
LAB-KA-BLRU-2018-000037,LABOUR,Meghana Coatings Traders,MEGHANA COATINGS TRADERS,"No 203, B Behind Metro, Bommanahalli, B'luru Urban, Karnataka - 560068",NO 203 B BEHIND METRO BOMMANAHALLI B LURU URBAN KARNATAKA 560068,Bengaluru Urban,560068,Chemical Blending,Manufacturing,False,False,False,560068::Manufacturing,560068::MEGH,CLOSED,2019-02-09,ENT-00080
BBMP-TL-DASA-2015-000026,BBMP,Meghana Wear Traders,MEGHANA WEAR TRADERS,"No. 120, Plot Sector, Peenya Indl Area, B'luru Urban, K'taka - 560058",NO 120 PLOT SECTOR PEENYA INDL AREA B LURU URBAN K TAKA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,True,560058::Manufacturing,560058::MEGH,CLOSED,2018-02-09,ENT-00081
KFBIS-FAC-BLRU-2022-000038,FACTORY,Meghana Wear Traders,MEGHANA WEAR TRADERS,"No. 120, Plot Sector, Peenya Indl Area, Bangalore Urban, Karnataka - 560058",NO 120 PLOT SECTOR PEENYA INDL AREA BANGALORE URBAN KARNATAKA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,True,560058::Manufacturing,560058::MEGH,DORMANT,2023-10-25,ENT-00081
GST-KA-BLRU-2015-000062,GST,M/S Meghana Wear Traders,MEGHANA WEAR TRADERS,"No 120, Plot Sector, Peenya Indl Area, B'luru Urban, Karnataka - 560058",NO 120 PLOT SECTOR PEENYA INDL AREA B LURU URBAN KARNATAKA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,True,560058::Manufacturing,560058::MEGH,CLOSED,2018-02-08,ENT-00081
LAB-KA-BLRU-2023-000038,LABOUR,M/S Meghana Wear Traders,MEGHANA WEAR TRADERS,"No 120, Plot Sector, Peenya Indl Area, Bengaluru Urban, K'taka - 560058",NO 120 PLOT SECTOR PEENYA INDL AREA BANGALORE URBAN K TAKA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,True,560058::Manufacturing,560058::MEGH,DORMANT,2023-10-13,ENT-00081
KAR-SHOP-BLRU-2024-000057,SHOP,Meghana Wear Traders,MEGHANA WEAR TRADERS,"No 120, Plot Sector, Peenya Indl Area, Bangalore Urban, KA - 560058",NO 120 PLOT SECTOR PEENYA INDL AREA BANGALORE URBAN KA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,False,560058::Manufacturing,560058::MEGH,ACTIVE,2025-07-02,ENT-00081
UDYAM-KR-BLRU-2023-000041,UDYAM,Meghana Wear Traders,MEGHANA WEAR TRADERS,"No 120, Plot Sector, Peenya Industrial Area, B'luru Urban, KA - 560058",NO 120 PLOT SECTOR PEENYA IND AREA B LURU URBAN KA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,False,560058::Manufacturing,560058::MEGH,ACTIVE,2025-06-01,ENT-00081
KFBIS-FAC-MYS-2021-000039,FACTORY,Prakruthi Packaging Solutins,PRAKRUTHI PACKAGING SOLUTINS,"No. 142, B Behind Metro, Hebbal Indl Area, Mysuru, Karnataka - 570016",NO 142 B BEHIND METRO HEBBAL INDL AREA MYSURU KARNATAKA 570016,Mysuru,570016,Plastic Moulding,Manufacturing,True,True,True,570016::Manufacturing,570016::PRAK,DORMANT,2024-07-30,ENT-00082
PCB/MYS/CTE/2023/00035,KSPCB,Prakruthi Packaging Solutions,PRAKRUTHI PACKAGING SOLUTIONS,"No 142, B Behind Metro, Hebbal Industrial Estate, Mysuru, KA - 570016",NO 142 B BEHIND METRO HEBBAL IND ESTATE MYSURU KA 570016,Mysuru,570016,Plastic Moulding,Manufacturing,False,True,True,570016::Manufacturing,570016::PRAK,DORMANT,2023-12-13,ENT-00082
LAB-KA-MYS-2024-000039,LABOUR,Prakruthi Packaging Solutions,PRAKRUTHI PACKAGING SOLUTIONS,"142, B Behind Metro, Hebbal Industrial Estate, Mysuru, KA",142 B BEHIND METRO HEBBAL IND ESTATE MYSURU KA,Mysuru,570016,Plastic Moulding,Manufacturing,False,False,False,570016::Manufacturing,570016::PRAK,DORMANT,2024-12-31,ENT-00082
UDYAM-KR-MYS-2018-000042,UDYAM,Prakruthi Packaging Solutions,PRAKRUTHI PACKAGING SOLUTIONS,"142, B Behind Metro, Hebbal Industrial Area, Mysuru, K'taka - 570016",142 B BEHIND METRO HEBBAL IND AREA MYSURU K TAKA 570016,Mysuru,570016,Plastic Moulding,Manufacturing,True,False,False,570016::Manufacturing,570016::PRAK,DORMANT,2024-02-10,ENT-00082
KFBIS-FAC-BLRU-2020-000040,FACTORY,Nandi Electronics Solutions,NANDI ELECTRONICS SOLUTIONS,"#271, A Extension, Electronic City, Bengaluru Urban, Karnataka",271 A EXTENSION ELECTRONIC CITY BANGALORE URBAN KARNATAKA,Bengaluru Urban,560100,Electronics Assembly,Manufacturing,False,False,True,560100::Manufacturing,560100::NAND,CLOSED,2022-08-22,ENT-00083
GST-KA-BLRU-2024-000063,GST,Nandi Electronics Solutions,NANDI ELECTRONICS SOLUTIONS,"No 271, A Extension, Electronic City, Bengaluru Urban, K'taka - 560100",NO 271 A EXTENSION ELECTRONIC CITY BANGALORE URBAN K TAKA 560100,Bengaluru Urban,560100,Electronics Assembly,Manufacturing,False,False,False,560100::Manufacturing,560100::NAND,ACTIVE,2025-09-17,ENT-00083
KAR-SHOP-BLRU-2022-000058,SHOP,M/S Nandi Electronics Solutions,NANDI ELECTRONICS SOLUTIONS,"271, A Extension, Electronic City, B'luru Urban, Karnataka - 560100",271 A EXTENSION ELECTRONIC CITY B LURU URBAN KARNATAKA 560100,Bengaluru Urban,560100,Electronics Assembly,Manufacturing,False,False,False,560100::Manufacturing,560100::NAND,CLOSED,2022-12-25,ENT-00083
UDYAM-KR-BLRU-2025-000043,UDYAM,NANDI ELECTRONICS SOLUTIONS,NANDI ELECTRONICS SOLUTIONS,"No 271, A Extension, Electronic City, B'luru Urban, K'taka",NO 271 A EXTENSION ELECTRONIC CITY B LURU URBAN K TAKA,Bengaluru Urban,560100,Electronics Assembly,Manufacturing,False,False,False,560100::Manufacturing,560100::NAND,ACTIVE,2026-02-20,ENT-00083
BBMP-TL-YELA-2024-000027,BBMP,Veda Kitchen Inds,VEDA KITCHEN INDS,"No 275, Shed 1st Crs, Yelahanka, Bangalore Urban, Karnataka - 560064",NO 275 SHED 1ST CRS YELAHANKA BANGALORE URBAN KARNATAKA 560064,Bengaluru Urban,560064,Restaurant / Cafe,Service,False,False,True,560064::Service,560064::VEDA,ACTIVE,2025-07-08,ENT-00084
KAR-SHOP-BLRU-2023-000059,SHOP,Veda Kitchen Industries,VEDA KITCHEN INDUSTRIES,"No 275, Shed 1st Crs, Yelahanka, Bengaluru Urban, K'taka - 560064",NO 275 SHED 1ST CRS YELAHANKA BANGALORE URBAN K TAKA 560064,Bengaluru Urban,560064,Restaurant / Cafe,Service,False,True,True,560064::Service,560064::VEDA,ACTIVE,2025-07-01,ENT-00084
KFBIS-FAC-MYS-2018-000041,FACTORY,M/S Mysore Works,MYSORE WORKS,"280, C Industrial Layout, Nanjangud Road, Mysuru, KA - 570018",280 C IND LAYOUT NANJANGUD RD MYSURU KA 570018,Mysuru,570018,Electronics Assembly,Manufacturing,False,False,True,570018::Manufacturing,570018::MYSO,CLOSED,2023-02-10,ENT-00085
GST-KA-MYS-2018-000064,GST,Mysore Works,MYSORE WORKS,"No 280, C Industrial Layout, Nanjangud Road, Mysuru, K'taka - 570018",NO 280 C IND LAYOUT NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570018,Electronics Assembly,Manufacturing,False,False,True,570018::Manufacturing,570018::MYSO,CLOSED,2019-01-23,ENT-00085
KAR-SHOP-MYS-2016-000060,SHOP,Mysore Works,MYSORE WORKS,"280, C Industrial Layout, Nanjangud Road, Mysuru, Karnataka - 570018",280 C IND LAYOUT NANJANGUD RD MYSURU KARNATAKA 570018,Mysuru,570018,Electronics Assembly,Manufacturing,False,False,False,570018::Manufacturing,570018::MYSO,CLOSED,2020-07-30,ENT-00085
UDYAM-KR-MYS-2018-000044,UDYAM,M/S Mysore Works,MYSORE WORKS,"No 280, C Industrial Layout, Nanjangud Road, Mysuru, KA - 570018",NO 280 C IND LAYOUT NANJANGUD RD MYSURU KA 570018,Mysuru,570018,Electronics Assembly,Manufacturing,False,False,True,570018::Manufacturing,570018::MYSO,CLOSED,2023-03-20,ENT-00085
KFBIS-FAC-BLRU-2017-000042,FACTORY,M/S Kaveri Labs Pvt Ltd,KAVERI LABS,"No. 71, A Near Bus Stop, Whitefield, Bangalore Urban, KA - 560037",NO 71 A NEAR BUS STOP WHITEFIELD BANGALORE URBAN KA 560037,Bengaluru Urban,560037,Chemical Blending,Manufacturing,False,False,False,560037::Manufacturing,560037::KAVE,CLOSED,2020-06-11,ENT-00086
PCB/BLRU/CTO/2023/00036,KSPCB,M/S Kaveri Labs Pvt Ltd,KAVERI LABS,"71, A Near Bus Stop, Whitefield, Bengaluru Urban, KA - 560037",71 A NEAR BUS STOP WHITEFIELD BANGALORE URBAN KA 560037,Bengaluru Urban,560037,Chemical Blending,Manufacturing,False,False,False,560037::Manufacturing,560037::KAVE,CLOSED,2025-11-21,ENT-00086
LAB-KA-BLRU-2019-000040,LABOUR,Kaveri Labs Pvt. Ltd.,KAVERI LABS,"No. 71, A Near Bus Stop, Whitefield, Bengaluru Urban, K'taka",NO 71 A NEAR BUS STOP WHITEFIELD BANGALORE URBAN K TAKA,Bengaluru Urban,560037,Chemical Blending,Manufacturing,True,False,False,560037::Manufacturing,560037::KAVE,CLOSED,2021-03-20,ENT-00086
BBMP-TL-TUMA-2016-000028,BBMP,Bangalore Co,BANGALORE,"#217, Near Bus Stop, Antharasanahalli Industrial Area, Tumakuru, KA - 572106",217 NEAR BUS STOP ANTHARASANAHALLI IND AREA TUMAKURU KA 572106,Tumakuru,572106,Restaurant / Cafe,Service,False,False,False,572106::Service,572106::BANG,CLOSED,2022-05-23,ENT-00087
GST-KA-TUM-2022-000065,GST,BANGALORE CO,BANGALORE,"No 217, Near Bus Stop, Antharasanahalli Industrial Area, Tumakuru, K'taka - 572106",NO 217 NEAR BUS STOP ANTHARASANAHALLI IND AREA TUMAKURU K TAKA 572106,Tumakuru,572106,Restaurant / Cafe,Service,True,True,False,572106::Service,572106::BANG,ACTIVE,2025-10-28,ENT-00087
BBMP-TL-SOUT-2018-000029,BBMP,M/S Bharath Biryani Pvt Ltd,BHARATH BIRYANI,"94, D Industrial Layout, Bannerghatta Road, Bangalore Urban, Karnataka - 560076",94 D IND LAYOUT BANNERGHATTA RD BANGALORE URBAN KARNATAKA 560076,Bengaluru Urban,560076,Restaurant / Cafe,Service,False,False,False,560076::Service,560076::BHAR,CLOSED,2022-07-18,ENT-00088
PCB/BLRU/CTE/2025/00037,KSPCB,M/S Bharath Biryani Pvt Ltd,BHARATH BIRYANI,"No 94, D Industrial Layout, Bannerghatta Road, Bengaluru Urban, K'taka - 560076",NO 94 D IND LAYOUT BANNERGHATTA RD BANGALORE URBAN K TAKA 560076,Bengaluru Urban,560076,Restaurant / Cafe,Service,False,False,True,560076::Service,560076::BHAR,ACTIVE,2025-08-28,ENT-00088
KAR-SHOP-BLRU-2015-000061,SHOP,Bharath Biryani Pvt Ltd,BHARATH BIRYANI,"94, D Industrial Layout, Bannerghatta Road, B'luru Urban, KA - 560076",94 D IND LAYOUT BANNERGHATTA RD B LURU URBAN KA 560076,Bengaluru Urban,560076,Restaurant / Cafe,Service,True,False,True,560076::Service,560076::BHAR,CLOSED,2019-04-10,ENT-00088
KFBIS-FAC-MYS-2023-000043,FACTORY,M/S Bangalore Works,BANGALORE WORKS,"No. 139, D 2nd Main, Hebbal Industrial Estate, Mysuru, KA - 570016",NO 139 D 2ND MN HEBBAL IND ESTATE MYSURU KA 570016,Mysuru,570016,Printing / Packaging,Manufacturing,False,True,False,570016::Manufacturing,570016::BANG,DORMANT,2024-12-14,ENT-00089
GST-KA-MYS-2019-000066,GST,Bangalore Works,BANGALORE WORKS,"139, D 2nd Main, Hebbal Industrial Estate, Mysuru, Karnataka - 570016",139 D 2ND MN HEBBAL IND ESTATE MYSURU KARNATAKA 570016,Mysuru,570016,Printing / Packaging,Manufacturing,True,True,True,570016::Manufacturing,570016::BANG,DORMANT,2024-11-06,ENT-00089
LAB-KA-MYS-2016-000041,LABOUR,Bangalore Works,BANGALORE WORKS,"#139, D 2nd Main, Hebbal Industrial Estate, Mysuru, KA - 570016",139 D 2ND MN HEBBAL IND ESTATE MYSURU KA 570016,Mysuru,570016,Printing / Packaging,Manufacturing,True,False,True,570016::Manufacturing,570016::BANG,ACTIVE,2026-01-09,ENT-00089
KFBIS-FAC-BLRU-2015-000044,FACTORY,Bharath Tech Associates,BHARATH TECH ASSOCIATES,"No. 54, D 3rd Phase, BTM Layout, Bangalore Urban, Karnataka - 560029",NO 54 D 3RD PHASE BTM LAYOUT BANGALORE URBAN KARNATAKA 560029,Bengaluru Urban,560029,Electronics Assembly,Manufacturing,False,False,False,560029::Manufacturing,560029::BHAR,DORMANT,2024-12-16,ENT-00090
GST-KA-BLRU-2017-000067,GST,Bharath Tech Asociates,BHARATH TECH ASOCIATES,"No 54, D 3rd Phase, BTM Layout, Bengaluru Urban, K'taka - 560029",NO 54 D 3RD PHASE BTM LAYOUT BANGALORE URBAN K TAKA 560029,Bengaluru Urban,560029,Electronics Assembly,Manufacturing,True,True,False,560029::Manufacturing,560029::BHAR,DORMANT,2023-08-08,ENT-00090
LAB-KA-BLRU-2020-000042,LABOUR,M/S Bharath Tech Associates,BHARATH TECH ASSOCIATES,"No. 54, D 3rd Phase, BTM Layout, Bengaluru Urban, K'taka - 560029",NO 54 D 3RD PHASE BTM LAYOUT BANGALORE URBAN K TAKA 560029,Bengaluru Urban,560029,Electronics Assembly,Manufacturing,False,False,False,560029::Manufacturing,560029::BHAR,DORMANT,2023-06-03,ENT-00090
KAR-SHOP-BLRU-2019-000062,SHOP,Bharath Tech Associats,BHARATH TECH ASSOCIATS,"54, D 3rd Phase, BTM Layout, B'luru Urban, Karnataka",54 D 3RD PHASE BTM LAYOUT B LURU URBAN KARNATAKA,Bengaluru Urban,560029,Electronics Assembly,Manufacturing,True,True,True,560029::Manufacturing,560029::BHAR,DORMANT,2024-08-27,ENT-00090
UDYAM-KR-BLRU-2023-000045,UDYAM,BHARATH TECH ASSOCIATES,BHARATH TECH ASSOCIATES,"No 54, D 3rd Phase, BTM Layout, Bangalore Urban, Karnataka - 560029",NO 54 D 3RD PHASE BTM LAYOUT BANGALORE URBAN KARNATAKA 560029,Bengaluru Urban,560029,Electronics Assembly,Manufacturing,True,True,True,560029::Manufacturing,560029::BHAR,ACTIVE,2025-10-07,ENT-00090
BBMP-TL-DASA-2016-000030,BBMP,M/S Sharma Stitch Enterprises,SHARMA STITCH ENTERPRISES,"142, D 3rd Phase, Peenya Industrial Estate, Bangalore Urban, Karnataka - 560058",142 D 3RD PHASE PEENYA IND ESTATE BANGALORE URBAN KARNATAKA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,False,560058::Manufacturing,560058::SHAR,DORMANT,2024-03-15,ENT-00091
KFBIS-FAC-BLRU-2017-000045,FACTORY,Sharma Stitch Enterprises,SHARMA STITCH ENTERPRISES,"#142, D 3rd Phase, Peenya Indl Area, Bengaluru Urban, Karnataka - 560058",142 D 3RD PHASE PEENYA INDL AREA BANGALORE URBAN KARNATAKA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,False,560058::Manufacturing,560058::SHAR,CLOSED,2021-08-15,ENT-00091
GST-KA-BLRU-2025-000068,GST,Sharma Stitch Entp,SHARMA STITCH ENTP,"No 142, D 3rd Phase, Peenya Industrial Area, Bengaluru Urban, KA - 560058",NO 142 D 3RD PHASE PEENYA IND AREA BANGALORE URBAN KA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,False,560058::Manufacturing,560058::SHAR,ACTIVE,2026-03-16,ENT-00091
KAR-SHOP-BLRU-2021-000063,SHOP,M/S Sharma Stitch Enterprises,SHARMA STITCH ENTERPRISES,"No 142, D 3rd Phase, Peenya Industrial Area, Bengaluru Urban, KA - 560058",NO 142 D 3RD PHASE PEENYA IND AREA BANGALORE URBAN KA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,False,560058::Manufacturing,560058::SHAR,CLOSED,2021-07-27,ENT-00091
UDYAM-KR-BLRU-2025-000046,UDYAM,M/S Sharma Stitch Enterprises,SHARMA STITCH ENTERPRISES,"No. 142, D 3rd Phase, Peenya Industrial Area, B'luru Urban, Karnataka - 560058",NO 142 D 3RD PHASE PEENYA IND AREA B LURU URBAN KARNATAKA 560058,Bengaluru Urban,560058,Textile / Garments,Manufacturing,False,False,False,560058::Manufacturing,560058::SHAR,ACTIVE,2025-11-30,ENT-00091
BBMP-TL-WEST-2019-000031,BBMP,Prakruthi Care Industries,PRAKRUTHI CARE INDUSTRIES,"No. 42, C Behind Metro, Rajajinagar Industrial Suburb, Bangalore Urban, K'taka - 560059",NO 42 C BEHIND METRO RAJAJINAGAR IND SUBURB BANGALORE URBAN K TAKA 560059,Bengaluru Urban,560059,Pharmacy / Medical Retail,Retail,True,False,False,560059::Retail,560059::PRAK,DORMANT,2024-05-21,ENT-00092
KAR-SHOP-BLRU-2023-000064,SHOP,Prakruthi Care Industries,PRAKRUTHI CARE INDUSTRIES,"42, C Behind Metro, Rajajinagar Industrial Suburb, Bangalore Urban, Karnataka - 560059",42 C BEHIND METRO RAJAJINAGAR IND SUBURB BANGALORE URBAN KARNATAKA 560059,Bengaluru Urban,560059,Pharmacy / Medical Retail,Retail,False,False,False,560059::Retail,560059::PRAK,DORMANT,2025-02-23,ENT-00092
BBMP-TL-BOMM-2022-000032,BBMP,Kaveri Systems Pvt Ltd,KAVERI SYSTEMS,"No. 51, B 3rd Phase, HSR Layout, Bengaluru Urban, Karnataka - 560102",NO 51 B 3RD PHASE HSR LAYOUT BANGALORE URBAN KARNATAKA 560102,Bengaluru Urban,560102,Electronics Assembly,Manufacturing,False,False,True,560102::Manufacturing,560102::KAVE,DORMANT,2024-08-05,ENT-00093
KFBIS-FAC-BLRU-2017-000046,FACTORY,Kaveri Systems Pvt Ltd,KAVERI SYSTEMS,"No. 51, B 3rd Phase, HSR Layout, B'luru Urban, K'taka - 560102",NO 51 B 3RD PHASE HSR LAYOUT B LURU URBAN K TAKA 560102,Bengaluru Urban,560102,Electronics Assembly,Manufacturing,False,False,True,560102::Manufacturing,560102::KAVE,CLOSED,2017-08-26,ENT-00093
GST-KA-BLRU-2024-000069,GST,Kaveri Systems Pvt Ltd,KAVERI SYSTEMS,"51, B 3rd Phase, HSR Layout, Bengaluru Urban, KA - 560102",51 B 3RD PHASE HSR LAYOUT BANGALORE URBAN KA 560102,Bengaluru Urban,560102,Electronics Assembly,Manufacturing,True,False,False,560102::Manufacturing,560102::KAVE,ACTIVE,2026-04-13,ENT-00093
PCB/BLRU/CTO/2018/00038,KSPCB,M/S Kaveri Systems Pvt Ltd,KAVERI SYSTEMS,"No. 51, B 3rd Phase, HSR Layout, B'luru Urban, K'taka - 560102",NO 51 B 3RD PHASE HSR LAYOUT B LURU URBAN K TAKA 560102,Bengaluru Urban,560102,Electronics Assembly,Manufacturing,False,False,True,560102::Manufacturing,560102::KAVE,CLOSED,2021-08-20,ENT-00093
LAB-KA-BLRU-2023-000043,LABOUR,Kaveri Systems Pvt. Ltd.,KAVERI SYSTEMS,"#51, B 3rd Phase, HSR Layout, Bengaluru Urban, K'taka - 560102",51 B 3RD PHASE HSR LAYOUT BANGALORE URBAN K TAKA 560102,Bengaluru Urban,560102,Electronics Assembly,Manufacturing,True,False,True,560102::Manufacturing,560102::KAVE,DORMANT,2025-04-30,ENT-00093
UDYAM-KR-BLRU-2020-000047,UDYAM,M/S Kavei Systems Pvt Ltd,KAVEI SYSTEMS,"#51, B 3rd Phase, HSR Layout, Bangalore Urban, KA - 560102",51 B 3RD PHASE HSR LAYOUT BANGALORE URBAN KA 560102,Bengaluru Urban,560102,Electronics Assembly,Manufacturing,True,False,True,560102::Manufacturing,560102::KAVE,CLOSED,2023-01-24,ENT-00093
BBMP-TL-SOUT-2019-000033,BBMP,M/S Sharma Biryani Pvt. Ltd.,SHARMA BIRYANI,"#52, Plot 2nd Main, Bommanahalli, B'luru Urban, K'taka - 560068",52 PLOT 2ND MN BOMMANAHALLI B LURU URBAN K TAKA 560068,Bengaluru Urban,560068,Restaurant / Cafe,Service,False,False,False,560068::Service,560068::SHAR,CLOSED,2021-07-27,ENT-00094
GST-KA-BLRU-2024-000070,GST,Sharma Biryani Pvt. Ltd.,SHARMA BIRYANI,"#52, Plot 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",52 PLOT 2ND MN BOMMANAHALLI BANGALORE URBAN KARNATAKA 560068,Bengaluru Urban,560068,Restaurant / Cafe,Service,False,False,False,560068::Service,560068::SHAR,DORMANT,2024-10-30,ENT-00094
LAB-KA-BLRU-2021-000044,LABOUR,Sharma Biryani Pvt Ltd,SHARMA BIRYANI,"52, Plot 2nd Main, Bommanahalli, Bengaluru Urban, K'taka - 560068",52 PLOT 2ND MN BOMMANAHALLI BANGALORE URBAN K TAKA 560068,Bengaluru Urban,560068,Restaurant / Cafe,Service,False,False,False,560068::Service,560068::SHAR,DORMANT,2024-11-14,ENT-00094
KAR-SHOP-BLRU-2015-000065,SHOP,Sharma Biryani Pv Ltd,SHARMA BIRYANI PV,"52, Plot 2nd Main, Bommanahalli, Bengaluru Urban, K'taka - 560068",52 PLOT 2ND MN BOMMANAHALLI BANGALORE URBAN K TAKA 560068,Bengaluru Urban,560068,Restaurant / Cafe,Service,False,False,False,560068::Service,560068::SHAR,CLOSED,2019-07-30,ENT-00094
UDYAM-KR-BLRU-2018-000048,UDYAM,Sharma Biryani Pvt Ltd,SHARMA BIRYANI,"#52, Plot 2nd Main, Bommanahalli, B'luru Urban, KA - 560068",52 PLOT 2ND MN BOMMANAHALLI B LURU URBAN KA 560068,Bengaluru Urban,560068,Restaurant / Cafe,Service,False,False,False,560068::Service,560068::SHAR,DORMANT,2025-03-22,ENT-00094
KFBIS-FAC-BLRU-2023-000047,FACTORY,M/S Deccan Packaging Traders,DECCAN PACKAGING TRADERS,"#211, C 1st Crs, BTM Layout, Bangalore Urban, Karnataka - 560029",211 C 1ST CRS BTM LAYOUT BANGALORE URBAN KARNATAKA 560029,Bengaluru Urban,560029,Printing / Packaging,Manufacturing,False,False,True,560029::Manufacturing,560029::DECC,DORMANT,2024-06-08,ENT-00095
GST-KA-BLRU-2025-000071,GST,M/S DECCAN PACKAGING TRADERS,DECCAN PACKAGING TRADERS,"#211, C 1st Cross, BTM Layout, Bengaluru Urban, K'taka - 560029",211 C 1ST CRS BTM LAYOUT BANGALORE URBAN K TAKA 560029,Bengaluru Urban,560029,Printing / Packaging,Manufacturing,False,False,True,560029::Manufacturing,560029::DECC,ACTIVE,2025-09-09,ENT-00095
PCB/BLRU/CTO/2020/00039,KSPCB,Deccan Packaging Traders,DECCAN PACKAGING TRADERS,"211, C 1st Cross, BTM Layout, B'luru Urban, KA",211 C 1ST CRS BTM LAYOUT B LURU URBAN KA,Bengaluru Urban,560029,Printing / Packaging,Manufacturing,False,False,True,560029::Manufacturing,560029::DECC,DORMANT,2023-05-31,ENT-00095
KAR-SHOP-BLRU-2016-000066,SHOP,Decan Packaging Traders,DECAN PACKAGING TRADERS,"No. 211, C 1st Cr, BTM Layout, B'luru Urban, Karnataka - 560029",NO 211 C 1ST CR BTM LAYOUT B LURU URBAN KARNATAKA 560029,Bengaluru Urban,560029,Printing / Packaging,Manufacturing,False,False,True,560029::Manufacturing,560029::DECA,CLOSED,2019-05-01,ENT-00095
BBMP-TL-NORT-2025-000034,BBMP,Ananya Devices Solutions,ANANYA DEVICES SOLUTIONS,"No 250, D Extension, Hebbal Industrial Area, Mysuru, KA - 570016",NO 250 D EXTENSION HEBBAL IND AREA MYSURU KA 570016,Mysuru,570016,Electronics Assembly,Manufacturing,False,False,False,570016::Manufacturing,570016::ANAN,ACTIVE,2025-05-08,ENT-00096
KFBIS-FAC-MYS-2024-000048,FACTORY,Ananya Devices Solutions,ANANYA DEVICES SOLUTIONS,"No. 250, D Extension, Hebbal Industrial Area, Mysuru, KA - 570016",NO 250 D EXTENSION HEBBAL IND AREA MYSURU KA 570016,Mysuru,570016,Electronics Assembly,Manufacturing,False,True,False,570016::Manufacturing,570016::ANAN,ACTIVE,2025-09-28,ENT-00096
GST-KA-MYS-2017-000072,GST,M/S Ananya Devices Solutions,ANANYA DEVICES SOLUTIONS,"250, D Extension, Hebbal Industrial Area, Mysuru, K'taka - 570016",250 D EXTENSION HEBBAL IND AREA MYSURU K TAKA 570016,Mysuru,570016,Electronics Assembly,Manufacturing,False,True,False,570016::Manufacturing,570016::ANAN,CLOSED,2019-03-15,ENT-00096
