ubid,source_system,source_record_id,link_type,link_confidence,linked_at,entity_id_ground_truth
KA-BLRR-562114-000060,FACTORY,KFBIS-FAC-BLRR-2022-000027,AUTO_LINK,99,2026-04-14,ENT-00060
KA-BLRR-562114-000060,GST,GST-KA-BLRR-2025-000048,AUTO_LINK,99,2026-05-02,ENT-00060
KA-BLRR-562114-000060,KSPCB,PCB/BLRR/CTE/2019/00024,AUTO_LINK,99,2026-05-01,ENT-00060
KA-BLRR-562114-000060,LABOUR,LAB-KA-BLRR-2017-000030,AUTO_LINK,99,2026-04-04,ENT-00060
KA-BLRR-562114-000060,SHOP,KAR-SHOP-BLRR-2017-000044,AUTO_LINK,99,2026-03-26,ENT-00060
KA-BLRR-562114-000060,UDYAM,UDYAM-KR-BLRR-2023-000034,AUTO_LINK,99,2026-04-08,ENT-00060
KA-BLRR-562114-000061,FACTORY,KFBIS-FAC-BLRR-2025-000028,AUTO_LINK,94,2026-03-28,ENT-00061
KA-BLRR-562114-000061,GST,GST-KA-BLRR-2018-000049,AUTO_LINK,94,2026-04-02,ENT-00061
KA-BLRR-562114-000061,KSPCB,PCB/BLRR/CTO/2024/00025,AUTO_LINK,94,2026-03-26,ENT-00061
KA-BLRR-562114-000061,LABOUR,LAB-KA-BLRR-2021-000031,AUTO_LINK,94,2026-04-02,ENT-00061
KA-BLRU-560058-000062,BBMP,BBMP-TL-DASA-2021-000020,AUTO_LINK,96,2026-05-04,ENT-00062
KA-BLRU-560058-000062,UDYAM,UDYAM-KR-BLRU-2018-000035,AUTO_LINK,96,2026-04-15,ENT-00062
KA-TUM-572101-000063,FACTORY,KFBIS-FAC-TUM-2023-000029,HUMAN_APPROVED,77,2026-04-05,ENT-00063
KA-TUM-572101-000063,GST,GST-KA-TUM-2020-000050,HUMAN_APPROVED,77,2026-03-25,ENT-00063
KA-TUM-572101-000063,KSPCB,PCB/TUM/CTO/2015/00026,HUMAN_APPROVED,77,2026-03-22,ENT-00063
KA-BLRU-560034-000064,FACTORY,KFBIS-FAC-BLRU-2023-000030,AUTO_LINK,99,2026-03-24,ENT-00064
KA-BLRU-560034-000064,GST,GST-KA-BLRU-2021-000051,AUTO_LINK,99,2026-03-30,ENT-00064
KA-BLRU-560034-000064,KSPCB,PCB/BLRU/CTO/2025/00027,AUTO_LINK,99,2026-04-05,ENT-00064
KA-BLRU-560034-000064,LABOUR,LAB-KA-BLRU-2020-000032,AUTO_LINK,99,2026-04-13,ENT-00064
KA-BLRU-560034-000064,SHOP,KAR-SHOP-BLRU-2017-000045,AUTO_LINK,99,2026-04-02,ENT-00064
KA-BLRU-560034-000064,UDYAM,UDYAM-KR-BLRU-2017-000036,AUTO_LINK,99,2026-04-26,ENT-00064
KA-BLRU-560076-000065,GST,GST-KA-BLRU-2020-000052,AUTO_LINK,99,2026-04-13,ENT-00065
KA-BLRU-560076-000065,SHOP,KAR-SHOP-BLRU-2018-000046,AUTO_LINK,99,2026-04-28,ENT-00065
KA-BLRU-560076-000065,UDYAM,UDYAM-KR-BLRU-2016-000037,AUTO_LINK,99,2026-05-01,ENT-00065
KA-BLRU-560102-000066,BBMP,BBMP-TL-BOMM-2016-000021,HUMAN_APPROVED,77,2026-04-01,ENT-00066
KA-BLRU-560102-000066,LABOUR,LAB-KA-BLRU-2018-000033,HUMAN_APPROVED,77,2026-03-23,ENT-00066
KA-BLRU-560102-000066,SHOP,KAR-SHOP-BLRU-2017-000047,HUMAN_APPROVED,77,2026-04-12,ENT-00066
KA-BLRU-560029-000067,GST,GST-KA-BLRU-2020-000053,HUMAN_APPROVED,77,2026-03-21,ENT-00067
KA-BLRU-560029-000067,SHOP,KAR-SHOP-BLRU-2018-000048,HUMAN_APPROVED,77,2026-03-24,ENT-00067
KA-BLRU-560029-000067,UDYAM,UDYAM-KR-BLRU-2018-000038,HUMAN_APPROVED,77,2026-04-27,ENT-00067
KA-MYS-570001-000068,BBMP,BBMP-TL-CENT-2019-000022,HUMAN_APPROVED,72,2026-04-02,ENT-00068
KA-MYS-570001-000068,SHOP,KAR-SHOP-MYS-2022-000049,HUMAN_APPROVED,72,2026-04-13,ENT-00068
KA-BLRU-560059-000069,BBMP,BBMP-TL-WEST-2020-000023,HUMAN_APPROVED,67,2026-04-12,ENT-00069
KA-BLRU-560001-000070,GST,GST-KA-BLRU-2016-000054,AUTO_LINK,99,2026-03-27,ENT-00070
KA-BLRU-560001-000070,KSPCB,PCB/BLRU/CTE/2020/00028,AUTO_LINK,99,2026-04-26,ENT-00070
KA-BLRU-560001-000070,SHOP,KAR-SHOP-BLRU-2017-000050,AUTO_LINK,99,2026-03-23,ENT-00070
KA-TUM-572106-000071,FACTORY,KFBIS-FAC-TUM-2018-000031,AUTO_LINK,99,2026-04-24,ENT-00071
KA-TUM-572106-000071,GST,GST-KA-TUM-2025-000055,AUTO_LINK,99,2026-04-07,ENT-00071
KA-TUM-572106-000071,KSPCB,PCB/TUM/CTO/2024/00029,AUTO_LINK,99,2026-04-18,ENT-00071
KA-TUM-572106-000071,LABOUR,LAB-KA-TUM-2023-000034,AUTO_LINK,99,2026-04-30,ENT-00071
KA-TUM-572106-000071,SHOP,KAR-SHOP-TUM-2015-000051,AUTO_LINK,99,2026-03-21,ENT-00071
KA-TUM-572106-000071,UDYAM,UDYAM-KR-TUM-2024-000039,AUTO_LINK,99,2026-04-23,ENT-00071
KA-BLRU-560076-000072,FACTORY,KFBIS-FAC-BLRU-2019-000032,HUMAN_APPROVED,84,2026-04-23,ENT-00072
KA-BLRU-560076-000072,GST,GST-KA-BLRU-2020-000056,HUMAN_APPROVED,84,2026-04-03,ENT-00072
KA-BLRU-560037-000073,FACTORY,KFBIS-FAC-BLRU-2022-000033,AUTO_LINK,99,2026-04-29,ENT-00073
KA-BLRU-560037-000073,GST,GST-KA-BLRU-2023-000057,AUTO_LINK,99,2026-03-25,ENT-00073
KA-BLRU-560037-000073,KSPCB,PCB/BLRU/CTE/2023/00030,AUTO_LINK,99,2026-04-20,ENT-00073
KA-BLRU-560037-000073,SHOP,KAR-SHOP-BLRU-2021-000052,AUTO_LINK,99,2026-03-20,ENT-00073
KA-BLRU-560037-000073,UDYAM,UDYAM-KR-BLRU-2024-000040,AUTO_LINK,99,2026-04-24,ENT-00073
KA-BLRU-560085-000074,BBMP,BBMP-TL-SOUT-2022-000024,AUTO_LINK,89,2026-05-04,ENT-00074
KA-BLRU-560085-000074,FACTORY,KFBIS-FAC-BLRU-2018-000034,AUTO_LINK,89,2026-04-07,ENT-00074
KA-BLRU-560085-000074,KSPCB,PCB/BLRU/CTE/2019/00031,AUTO_LINK,89,2026-04-28,ENT-00074
KA-BLRU-560066-000075,FACTORY,KFBIS-FAC-BLRU-2015-000035,AUTO_LINK,99,2026-04-10,ENT-00075
KA-BLRU-560066-000075,GST,GST-KA-BLRU-2016-000058,AUTO_LINK,99,2026-04-12,ENT-00075
KA-BLRU-560066-000075,KSPCB,PCB/BLRU/CTE/2019/00032,AUTO_LINK,99,2026-04-12,ENT-00075
KA-BLRU-560066-000075,SHOP,KAR-SHOP-BLRU-2015-000053,AUTO_LINK,99,2026-04-01,ENT-00075
KA-TUM-572106-000076,FACTORY,KFBIS-FAC-TUM-2016-000036,AUTO_LINK,96,2026-03-23,ENT-00076
KA-TUM-572106-000076,KSPCB,PCB/TUM/CTE/2023/00033,AUTO_LINK,96,2026-04-17,ENT-00076
KA-MYS-570001-000077,SHOP,KAR-SHOP-MYS-2020-000054,HUMAN_APPROVED,67,2026-03-20,ENT-00077
KA-BLRR-562114-000078,BBMP,BBMP-TL-BENG-2023-000025,AUTO_LINK,99,2026-04-06,ENT-00078
KA-BLRR-562114-000078,GST,GST-KA-BLRR-2017-000059,AUTO_LINK,99,2026-04-22,ENT-00078
KA-BLRR-562114-000078,LABOUR,LAB-KA-BLRR-2022-000035,AUTO_LINK,99,2026-03-27,ENT-00078
KA-BLRR-562114-000078,SHOP,KAR-SHOP-BLRR-2019-000055,AUTO_LINK,99,2026-03-27,ENT-00078
KA-MYS-570016-000079,GST,GST-KA-MYS-2015-000060,AUTO_LINK,89,2026-03-23,ENT-00079
KA-MYS-570016-000079,LABOUR,LAB-KA-MYS-2017-000036,AUTO_LINK,89,2026-04-14,ENT-00079
KA-MYS-570016-000079,SHOP,KAR-SHOP-MYS-2023-000056,AUTO_LINK,89,2026-04-25,ENT-00079
KA-BLRU-560068-000080,FACTORY,KFBIS-FAC-BLRU-2017-000037,AUTO_LINK,94,2026-03-21,ENT-00080
KA-BLRU-560068-000080,GST,GST-KA-BLRU-2020-000061,AUTO_LINK,94,2026-04-08,ENT-00080
KA-BLRU-560068-000080,KSPCB,PCB/BLRU/CTO/2016/00034,AUTO_LINK,94,2026-03-23,ENT-00080
KA-BLRU-560068-000080,LABOUR,LAB-KA-BLRU-2018-000037,AUTO_LINK,94,2026-04-19,ENT-00080
KA-BLRU-560058-000081,BBMP,BBMP-TL-DASA-2015-000026,AUTO_LINK,92,2026-04-27,ENT-00081
KA-BLRU-560058-000081,FACTORY,KFBIS-FAC-BLRU-2022-000038,AUTO_LINK,92,2026-04-30,ENT-00081
KA-BLRU-560058-000081,GST,GST-KA-BLRU-2015-000062,AUTO_LINK,92,2026-04-04,ENT-00081
KA-BLRU-560058-000081,LABOUR,LAB-KA-BLRU-2023-000038,AUTO_LINK,92,2026-03-21,ENT-00081
KA-BLRU-560058-000081,SHOP,KAR-SHOP-BLRU-2024-000057,AUTO_LINK,92,2026-04-07,ENT-00081
KA-BLRU-560058-000081,UDYAM,UDYAM-KR-BLRU-2023-000041,AUTO_LINK,92,2026-04-19,ENT-00081
KA-MYS-570016-000082,FACTORY,KFBIS-FAC-MYS-2021-000039,AUTO_LINK,99,2026-04-19,ENT-00082
KA-MYS-570016-000082,KSPCB,PCB/MYS/CTE/2023/00035,AUTO_LINK,99,2026-03-26,ENT-00082
KA-MYS-570016-000082,LABOUR,LAB-KA-MYS-2024-000039,AUTO_LINK,99,2026-03-27,ENT-00082
KA-MYS-570016-000082,UDYAM,UDYAM-KR-MYS-2018-000042,AUTO_LINK,99,2026-03-22,ENT-00082
KA-BLRU-560100-000083,FACTORY,KFBIS-FAC-BLRU-2020-000040,HUMAN_APPROVED,82,2026-04-15,ENT-00083
KA-BLRU-560100-000083,GST,GST-KA-BLRU-2024-000063,HUMAN_APPROVED,82,2026-05-01,ENT-00083
KA-BLRU-560100-000083,SHOP,KAR-SHOP-BLRU-2022-000058,HUMAN_APPROVED,82,2026-05-01,ENT-00083
KA-BLRU-560100-000083,UDYAM,UDYAM-KR-BLRU-2025-000043,HUMAN_APPROVED,82,2026-03-22,ENT-00083
KA-BLRU-560064-000084,BBMP,BBMP-TL-YELA-2024-000027,HUMAN_APPROVED,84,2026-04-04,ENT-00084
KA-BLRU-560064-000084,SHOP,KAR-SHOP-BLRU-2023-000059,HUMAN_APPROVED,84,2026-04-07,ENT-00084
KA-MYS-570018-000085,FACTORY,KFBIS-FAC-MYS-2018-000041,HUMAN_APPROVED,82,2026-04-20,ENT-00085
KA-MYS-570018-000085,GST,GST-KA-MYS-2018-000064,HUMAN_APPROVED,82,2026-04-24,ENT-00085
KA-MYS-570018-000085,SHOP,KAR-SHOP-MYS-2016-000060,HUMAN_APPROVED,82,2026-04-13,ENT-00085
KA-MYS-570018-000085,UDYAM,UDYAM-KR-MYS-2018-000044,HUMAN_APPROVED,82,2026-04-10,ENT-00085
KA-BLRU-560037-000086,FACTORY,KFBIS-FAC-BLRU-2017-000042,AUTO_LINK,89,2026-04-14,ENT-00086
KA-BLRU-560037-000086,KSPCB,PCB/BLRU/CTO/2023/00036,AUTO_LINK,89,2026-03-30,ENT-00086
KA-BLRU-560037-000086,LABOUR,LAB-KA-BLRU-2019-000040,AUTO_LINK,89,2026-03-29,ENT-00086
KA-TUM-572106-000087,BBMP,BBMP-TL-TUMA-2016-000028,AUTO_LINK,96,2026-04-01,ENT-00087
KA-TUM-572106-000087,GST,GST-KA-TUM-2022-000065,AUTO_LINK,96,2026-04-26,ENT-00087
KA-BLRU-560076-000088,BBMP,BBMP-TL-SOUT-2018-000029,AUTO_LINK,89,2026-04-14,ENT-00088
KA-BLRU-560076-000088,KSPCB,PCB/BLRU/CTE/2025/00037,AUTO_LINK,89,2026-04-29,ENT-00088
KA-BLRU-560076-000088,SHOP,KAR-SHOP-BLRU-2015-000061,AUTO_LINK,89,2026-04-01,ENT-00088
KA-MYS-570016-000089,FACTORY,KFBIS-FAC-MYS-2023-000043,AUTO_LINK,99,2026-04-05,ENT-00089
KA-MYS-570016-000089,GST,GST-KA-MYS-2019-000066,AUTO_LINK,99,2026-03-22,ENT-00089
KA-MYS-570016-000089,LABOUR,LAB-KA-MYS-2016-000041,AUTO_LINK,99,2026-04-09,ENT-00089
KA-BLRU-560029-000090,FACTORY,KFBIS-FAC-BLRU-2015-000044,AUTO_LINK,99,2026-04-07,ENT-00090
KA-BLRU-560029-000090,GST,GST-KA-BLRU-2017-000067,AUTO_LINK,99,2026-04-21,ENT-00090
KA-BLRU-560029-000090,LABOUR,LAB-KA-BLRU-2020-000042,AUTO_LINK,99,2026-04-28,ENT-00090
KA-BLRU-560029-000090,SHOP,KAR-SHOP-BLRU-2019-000062,AUTO_LINK,99,2026-03-27,ENT-00090
KA-BLRU-560029-000090,UDYAM,UDYAM-KR-BLRU-2023-000045,AUTO_LINK,99,2026-04-26,ENT-00090
KA-BLRU-560058-000091,BBMP,BBMP-TL-DASA-2016-000030,AUTO_LINK,87,2026-03-25,ENT-00091
KA-BLRU-560058-000091,FACTORY,KFBIS-FAC-BLRU-2017-000045,AUTO_LINK,87,2026-03-28,ENT-00091
KA-BLRU-560058-000091,GST,GST-KA-BLRU-2025-000068,AUTO_LINK,87,2026-03-30,ENT-00091
KA-BLRU-560058-000091,SHOP,KAR-SHOP-BLRU-2021-000063,AUTO_LINK,87,2026-04-04,ENT-00091
KA-BLRU-560058-000091,UDYAM,UDYAM-KR-BLRU-2025-000046,AUTO_LINK,87,2026-04-27,ENT-00091
KA-BLRU-560059-000092,BBMP,BBMP-TL-WEST-2019-000031,HUMAN_APPROVED,84,2026-05-02,ENT-00092
KA-BLRU-560059-000092,SHOP,KAR-SHOP-BLRU-2023-000064,HUMAN_APPROVED,84,2026-04-15,ENT-00092
KA-BLRU-560102-000093,BBMP,BBMP-TL-BOMM-2022-000032,AUTO_LINK,99,2026-04-19,ENT-00093
KA-BLRU-560102-000093,FACTORY,KFBIS-FAC-BLRU-2017-000046,AUTO_LINK,99,2026-04-16,ENT-00093
KA-BLRU-560102-000093,GST,GST-KA-BLRU-2024-000069,AUTO_LINK,99,2026-04-11,ENT-00093
KA-BLRU-560102-000093,KSPCB,PCB/BLRU/CTO/2018/00038,AUTO_LINK,99,2026-04-08,ENT-00093
KA-BLRU-560102-000093,LABOUR,LAB-KA-BLRU-2023-000043,AUTO_LINK,99,2026-04-22,ENT-00093
KA-BLRU-560102-000093,UDYAM,UDYAM-KR-BLRU-2020-000047,AUTO_LINK,99,2026-04-21,ENT-00093
KA-BLRU-560068-000094,BBMP,BBMP-TL-SOUT-2019-000033,AUTO_LINK,87,2026-03-24,ENT-00094
KA-BLRU-560068-000094,GST,GST-KA-BLRU-2024-000070,AUTO_LINK,87,2026-03-21,ENT-00094
KA-BLRU-560068-000094,LABOUR,LAB-KA-BLRU-2021-000044,AUTO_LINK,87,2026-03-31,ENT-00094
KA-BLRU-560068-000094,SHOP,KAR-SHOP-BLRU-2015-000065,AUTO_LINK,87,2026-04-21,ENT-00094
KA-BLRU-560068-000094,UDYAM,UDYAM-KR-BLRU-2018-000048,AUTO_LINK,87,2026-03-23,ENT-00094
KA-BLRU-560029-000095,FACTORY,KFBIS-FAC-BLRU-2023-000047,HUMAN_APPROVED,82,2026-04-16,ENT-00095
KA-BLRU-560029-000095,GST,GST-KA-BLRU-2025-000071,HUMAN_APPROVED,82,2026-04-08,ENT-00095
KA-BLRU-560029-000095,KSPCB,PCB/BLRU/CTO/2020/00039,HUMAN_APPROVED,82,2026-04-07,ENT-00095
KA-BLRU-560029-000095,SHOP,KAR-SHOP-BLRU-2016-000066,HUMAN_APPROVED,82,2026-04-04,ENT-00095
KA-MYS-570016-000096,BBMP,BBMP-TL-NORT-2025-000034,AUTO_LINK,94,2026-04-11,ENT-00096
KA-MYS-570016-000096,FACTORY,KFBIS-FAC-MYS-2024-000048,AUTO_LINK,94,2026-04-21,ENT-00096
KA-MYS-570016-000096,GST,GST-KA-MYS-2017-000072,AUTO_LINK,94,2026-03-25,ENT-00096
KA-MYS-570016-000096,SHOP,KAR-SHOP-MYS-2023-000067,AUTO_LINK,94,2026-03-25,ENT-00096
KA-BLRU-560085-000097,BBMP,BBMP-TL-SOUT-2024-000035,AUTO_LINK,99,2026-04-14,ENT-00097
KA-BLRU-560085-000097,FACTORY,KFBIS-FAC-BLRU-2017-000049,AUTO_LINK,99,2026-04-16,ENT-00097
KA-BLRU-560085-000097,KSPCB,PCB/BLRU/CTE/2016/00040,AUTO_LINK,99,2026-04-02,ENT-00097
KA-BLRU-560029-000098,KSPCB,PCB/BLRU/CTE/2019/00041,AUTO_LINK,96,2026-04-03,ENT-00098
KA-BLRU-560029-000098,SHOP,KAR-SHOP-BLRU-2025-000068,AUTO_LINK,96,2026-03-29,ENT-00098
KA-BLRR-562114-000099,BBMP,BBMP-TL-BENG-2020-000036,AUTO_LINK,99,2026-04-15,ENT-00099
KA-BLRR-562114-000099,GST,GST-KA-BLRR-2018-000073,AUTO_LINK,99,2026-04-19,ENT-00099
KA-BLRR-562114-000099,LABOUR,LAB-KA-BLRR-2023-000045,AUTO_LINK,99,2026-04-09,ENT-00099
KA-BLRR-562114-000099,SHOP,KAR-SHOP-BLRR-2019-000069,AUTO_LINK,99,2026-04-21,ENT-00099
KA-BLRR-562114-000099,UDYAM,UDYAM-KR-BLRR-2022-000049,AUTO_LINK,99,2026-05-01,ENT-00099
KA-BLRU-560043-000100,BBMP,BBMP-TL-EAST-2019-000037,HUMAN_APPROVED,77,2026-03-20,ENT-00100
KA-BLRU-560043-000100,GST,GST-KA-BLRU-2024-000074,HUMAN_APPROVED,77,2026-04-28,ENT-00100
KA-BLRU-560043-000100,KSPCB,PCB/BLRU/CTE/2020/00042,HUMAN_APPROVED,77,2026-04-03,ENT-00100
KA-BLRU-560085-000101,FACTORY,KFBIS-FAC-BLRU-2022-000050,AUTO_LINK,87,2026-03-30,ENT-00101
KA-BLRU-560085-000101,GST,GST-KA-BLRU-2019-000075,AUTO_LINK,87,2026-04-21,ENT-00101
KA-BLRU-560085-000101,KSPCB,PCB/BLRU/CTO/2022/00043,AUTO_LINK,87,2026-04-28,ENT-00101
KA-BLRU-560085-000101,LABOUR,LAB-KA-BLRU-2021-000046,AUTO_LINK,87,2026-04-19,ENT-00101
KA-BLRU-560085-000101,SHOP,KAR-SHOP-BLRU-2018-000070,AUTO_LINK,87,2026-04-21,ENT-00101
KA-TUM-572106-000102,GST,GST-KA-TUM-2020-000076,AUTO_LINK,99,2026-04-29,ENT-00102
KA-TUM-572106-000102,KSPCB,PCB/TUM/CTE/2023/00044,AUTO_LINK,99,2026-04-09,ENT-00102
KA-TUM-572106-000102,LABOUR,LAB-KA-TUM-2016-000047,AUTO_LINK,99,2026-03-28,ENT-00102
KA-TUM-572106-000102,SHOP,KAR-SHOP-TUM-2021-000071,AUTO_LINK,99,2026-04-23,ENT-00102
KA-TUM-572106-000102,UDYAM,UDYAM-KR-TUM-2024-000050,AUTO_LINK,99,2026-04-14,ENT-00102
KA-BLRU-560064-000103,BBMP,BBMP-TL-YELA-2017-000038,AUTO_LINK,99,2026-03-23,ENT-00103
KA-BLRU-560064-000103,GST,GST-KA-BLRU-2024-000077,AUTO_LINK,99,2026-04-08,ENT-00103
KA-BLRU-560064-000103,LABOUR,LAB-KA-BLRU-2018-000048,AUTO_LINK,99,2026-04-25,ENT-00103
KA-BLRU-560100-000104,BBMP,BBMP-TL-BOMM-2019-000039,AUTO_LINK,99,2026-03-26,ENT-00104
KA-BLRU-560100-000104,FACTORY,KFBIS-FAC-BLRU-2015-000051,AUTO_LINK,99,2026-05-03,ENT-00104
KA-BLRU-560100-000104,GST,GST-KA-BLRU-2020-000078,AUTO_LINK,99,2026-04-22,ENT-00104
KA-BLRU-560100-000104,KSPCB,PCB/BLRU/CTE/2021/00045,AUTO_LINK,99,2026-05-04,ENT-00104
KA-BLRU-560100-000104,LABOUR,LAB-KA-BLRU-2018-000049,AUTO_LINK,99,2026-04-02,ENT-00104
KA-BLRU-560100-000104,SHOP,KAR-SHOP-BLRU-2019-000072,AUTO_LINK,99,2026-03-20,ENT-00104
KA-BLRU-560029-000105,FACTORY,KFBIS-FAC-BLRU-2022-000052,AUTO_LINK,99,2026-04-04,ENT-00105
KA-BLRU-560029-000105,GST,GST-KA-BLRU-2021-000079,AUTO_LINK,99,2026-04-12,ENT-00105
KA-BLRU-560029-000105,KSPCB,PCB/BLRU/CTO/2022/00046,AUTO_LINK,99,2026-04-20,ENT-00105
KA-BLRU-560029-000105,UDYAM,UDYAM-KR-BLRU-2017-000051,AUTO_LINK,99,2026-04-24,ENT-00105
KA-BLRR-562114-000106,BBMP,BBMP-TL-BENG-2017-000040,HUMAN_APPROVED,84,2026-03-25,ENT-00106
KA-BLRR-562114-000106,LABOUR,LAB-KA-BLRR-2024-000050,HUMAN_APPROVED,84,2026-03-31,ENT-00106
KA-MYS-570001-000107,LABOUR,LAB-KA-MYS-2024-000051,AUTO_LINK,99,2026-04-29,ENT-00107
KA-MYS-570001-000107,SHOP,KAR-SHOP-MYS-2015-000073,AUTO_LINK,99,2026-04-27,ENT-00107
KA-MYS-570001-000107,UDYAM,UDYAM-KR-MYS-2018-000052,AUTO_LINK,99,2026-04-01,ENT-00107
KA-BLRU-560064-000108,FACTORY,KFBIS-FAC-BLRU-2023-000053,AUTO_LINK,94,2026-04-16,ENT-00108
KA-BLRU-560064-000108,GST,GST-KA-BLRU-2019-000080,AUTO_LINK,94,2026-03-20,ENT-00108
KA-BLRU-560064-000108,LABOUR,LAB-KA-BLRU-2025-000052,AUTO_LINK,94,2026-05-01,ENT-00108
KA-BLRU-560064-000108,UDYAM,UDYAM-KR-BLRU-2023-000053,AUTO_LINK,94,2026-04-16,ENT-00108
KA-TUM-572101-000109,FACTORY,KFBIS-FAC-TUM-2019-000054,AUTO_LINK,94,2026-04-24,ENT-00109
KA-TUM-572101-000109,GST,GST-KA-TUM-2023-000081,AUTO_LINK,94,2026-04-08,ENT-00109
KA-TUM-572101-000109,KSPCB,PCB/TUM/CTE/2023/00047,AUTO_LINK,94,2026-05-03,ENT-00109
KA-TUM-572101-000109,LABOUR,LAB-KA-TUM-2019-000053,AUTO_LINK,94,2026-03-27,ENT-00109
KA-BLRU-560085-000110,FACTORY,KFBIS-FAC-BLRU-2018-000055,AUTO_LINK,99,2026-03-25,ENT-00110
KA-BLRU-560085-000110,GST,GST-KA-BLRU-2025-000082,AUTO_LINK,99,2026-03-26,ENT-00110
KA-BLRU-560085-000110,KSPCB,PCB/BLRU/CTE/2021/00048,AUTO_LINK,99,2026-03-27,ENT-00110
KA-BLRU-560085-000110,LABOUR,LAB-KA-BLRU-2022-000054,AUTO_LINK,99,2026-03-28,ENT-00110
KA-BLRU-560085-000110,UDYAM,UDYAM-KR-BLRU-2021-000054,AUTO_LINK,99,2026-03-24,ENT-00110
KA-BLRU-560102-000111,FACTORY,KFBIS-FAC-BLRU-2021-000056,AUTO_LINK,99,2026-04-07,ENT-00111
KA-BLRU-560102-000111,GST,GST-KA-BLRU-2015-000083,AUTO_LINK,99,2026-04-23,ENT-00111
KA-BLRU-560102-000111,KSPCB,PCB/BLRU/CTE/2025/00049,AUTO_LINK,99,2026-05-02,ENT-00111
KA-BLRU-560102-000111,LABOUR,LAB-KA-BLRU-2024-000055,AUTO_LINK,99,2026-03-25,ENT-00111
KA-BLRU-560102-000111,UDYAM,UDYAM-KR-BLRU-2018-000055,AUTO_LINK,99,2026-04-04,ENT-00111
KA-BLRU-560024-000112,FACTORY,KFBIS-FAC-BLRU-2022-000057,AUTO_LINK,99,2026-04-26,ENT-00112
KA-BLRU-560024-000112,KSPCB,PCB/BLRU/CTE/2018/00050,AUTO_LINK,99,2026-04-02,ENT-00112
KA-BLRU-560024-000112,UDYAM,UDYAM-KR-BLRU-2018-000056,AUTO_LINK,99,2026-04-20,ENT-00112
KA-BLRU-560001-000113,FACTORY,KFBIS-FAC-BLRU-2022-000058,AUTO_LINK,94,2026-04-28,ENT-00113
KA-BLRU-560001-000113,KSPCB,PCB/BLRU/CTE/2023/00051,AUTO_LINK,94,2026-04-27,ENT-00113
KA-BLRU-560001-000113,LABOUR,LAB-KA-BLRU-2025-000056,AUTO_LINK,94,2026-04-13,ENT-00113
KA-BLRU-560001-000113,SHOP,KAR-SHOP-BLRU-2024-000074,AUTO_LINK,94,2026-04-28,ENT-00113
KA-BLRU-560058-000114,BBMP,BBMP-TL-DASA-2015-000041,HUMAN_APPROVED,82,2026-04-24,ENT-00114
KA-BLRU-560058-000114,FACTORY,KFBIS-FAC-BLRU-2023-000059,HUMAN_APPROVED,82,2026-04-15,ENT-00114
KA-BLRU-560058-000114,GST,GST-KA-BLRU-2016-000084,HUMAN_APPROVED,82,2026-04-08,ENT-00114
KA-BLRU-560058-000114,SHOP,KAR-SHOP-BLRU-2022-000075,HUMAN_APPROVED,82,2026-04-12,ENT-00114
KA-BLRU-560076-000115,GST,GST-KA-BLRU-2015-000085,HUMAN_APPROVED,72,2026-04-29,ENT-00115
KA-BLRU-560076-000115,SHOP,KAR-SHOP-BLRU-2016-000076,HUMAN_APPROVED,72,2026-04-12,ENT-00115
KA-BLRU-560043-000116,GST,GST-KA-BLRU-2025-000086,AUTO_LINK,99,2026-04-09,ENT-00116
KA-BLRU-560043-000116,KSPCB,PCB/BLRU/CTE/2022/00052,AUTO_LINK,99,2026-03-22,ENT-00116
KA-BLRU-560043-000116,LABOUR,LAB-KA-BLRU-2018-000057,AUTO_LINK,99,2026-03-20,ENT-00116
KA-BLRU-560043-000116,SHOP,KAR-SHOP-BLRU-2025-000077,AUTO_LINK,99,2026-04-25,ENT-00116
KA-BLRU-560043-000116,UDYAM,UDYAM-KR-BLRU-2022-000057,AUTO_LINK,99,2026-05-02,ENT-00116
KA-TUM-572106-000117,FACTORY,KFBIS-FAC-TUM-2015-000060,HUMAN_APPROVED,67,2026-04-02,ENT-00117
KA-BLRU-560076-000118,FACTORY,KFBIS-FAC-BLRU-2025-000061,HUMAN_APPROVED,82,2026-03-24,ENT-00118
KA-BLRU-560076-000118,GST,GST-KA-BLRU-2019-000087,HUMAN_APPROVED,82,2026-04-07,ENT-00118
KA-BLRU-560076-000118,SHOP,KAR-SHOP-BLRU-2015-000078,HUMAN_APPROVED,82,2026-03-21,ENT-00118
KA-BLRU-560076-000118,UDYAM,UDYAM-KR-BLRU-2022-000058,HUMAN_APPROVED,82,2026-04-30,ENT-00118
KA-BLRU-560034-000119,GST,GST-KA-BLRU-2017-000088,HUMAN_APPROVED,72,2026-04-19,ENT-00119
KA-BLRU-560034-000119,KSPCB,PCB/BLRU/CTE/2022/00053,HUMAN_APPROVED,72,2026-04-03,ENT-00119
KA-BLRR-562110-000120,BBMP,BBMP-TL-BENG-2016-000042,AUTO_LINK,94,2026-03-26,ENT-00120
KA-BLRR-562110-000120,FACTORY,KFBIS-FAC-BLRR-2016-000062,AUTO_LINK,94,2026-04-02,ENT-00120
KA-BLRR-562110-000120,GST,GST-KA-BLRR-2022-000089,AUTO_LINK,94,2026-04-05,ENT-00120
KA-BLRR-562110-000120,SHOP,KAR-SHOP-BLRR-2016-000079,AUTO_LINK,94,2026-04-05,ENT-00120
