ubid,business_name,district,pin_code,status,linked_departments,progress_identity_verified_pct,progress_department_linkage_pct,risk_score,risk_level,human_review_required
KA-BLRU-560029-000188,Lakshmi Solvents Company,Bengaluru Urban,560029,ACTIVE,FACTORY|GST|LABOUR|UDYAM,94,72,25,Low,False
KA-BLRU-560037-000189,Sahana Apparels Co,Bengaluru Urban,560037,ACTIVE,BBMP|FACTORY|GST|LABOUR|SHOP|UDYAM,99,100,40,Medium,False
KA-BLRU-560068-000190,Veda Meds Works,Bengaluru Urban,560068,ACTIVE,BBMP|LABOUR|SHOP,77,54,20,Low,True
KA-BLRR-561203-000191,Siddhi Warehouse Industries,Bengaluru Rural,561203,CLOSED,BBMP|LABOUR,84,36,92,High,True
KA-BLRU-560059-000192,Navya Solvents Pvt Ltd,Bengaluru Urban,560059,ACTIVE,BBMP|FACTORY|GST|KSPCB|LABOUR|SHOP,99,100,14,Low,False
KA-BLRU-560085-000193,Meghana Polymers Associates,Bengaluru Urban,560085,DORMANT,GST|LABOUR|UDYAM,77,54,80,High,True
KA-BLRU-560066-000194,Nisarga Trans Works,Bengaluru Urban,560066,DORMANT,GST|SHOP,96,36,29,Low,False
KA-BLRU-560058-000195,Meghana Moulding Industries,Bengaluru Urban,560058,ACTIVE,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,92,100,9,Low,False
KA-BLRU-560100-000196,Sri Foods Company,Bengaluru Urban,560100,DORMANT,FACTORY|GST|LABOUR|SHOP,99,72,62,Medium,False
KA-BLRU-560068-000197,Prakruthi Bites Company,Bengaluru Urban,560068,ACTIVE,BBMP|GST,96,36,28,Low,False
KA-BLRU-560059-000198,Kaveri Bakery LLP,Bengaluru Urban,560059,DORMANT,BBMP|GST|UDYAM,99,54,88,High,False
KA-BLRR-562110-000199,Udupi Electronics LLP,Bengaluru Rural,562110,ACTIVE,FACTORY|GST|KSPCB|LABOUR|UDYAM,99,90,0,Low,False
KA-BLRR-562157-000200,Sri Moulding Works,Bengaluru Rural,562157,ACTIVE,FACTORY|GST|KSPCB|SHOP|UDYAM,99,90,1,Low,False
KA-MYS-570018-000201,Harsha Meals Associates,Mysuru,570018,DORMANT,BBMP|GST|LABOUR|SHOP,94,72,35,Medium,False
KA-BLRU-560059-000202,Veda Agro Co,Bengaluru Urban,560059,DORMANT,BBMP|GST|SHOP|UDYAM,99,72,82,High,False
KA-BLRR-562114-000203,Siddhi Industries,Bengaluru Rural,562114,CLOSED,BBMP|UDYAM,84,36,69,Medium,True
KA-BLRU-560068-000204,Nisarga Clinic LLP,Bengaluru Urban,560068,ACTIVE,BBMP|GST|SHOP,99,54,1,Low,False
KA-MYS-570016-000205,Aarohi Solutions,Mysuru,570016,ACTIVE,BBMP|FACTORY|UDYAM,99,54,34,Low,False
KA-BLRR-562157-000206,Veda Associates,Bengaluru Rural,562157,ACTIVE,FACTORY|GST|LABOUR|SHOP|UDYAM,87,90,20,Low,False
KA-BLRU-560102-000207,Deccan Coatings Associates,Bengaluru Urban,560102,DORMANT,GST|KSPCB|LABOUR|UDYAM,82,72,63,Medium,True
KA-MYS-570001-000208,Sahana Warehouse Traders,Mysuru,570001,DORMANT,GST|SHOP|UDYAM,89,54,28,Low,False
KA-BLRU-560085-000209,Ananya Circuits Enterprises,Bengaluru Urban,560085,DORMANT,LABOUR|SHOP|UDYAM,99,54,100,High,False
KA-BLRU-560024-000210,Lakshmi Electronics LLP,Bengaluru Urban,560024,ACTIVE,GST|KSPCB|SHOP|UDYAM,99,72,22,Low,False
KA-TUM-572101-000211,Udupi Systems Traders,Tumakuru,572101,ACTIVE,GST|LABOUR|UDYAM,99,54,34,Low,False
KA-BLRU-560024-000212,Ravi Textiles Company,Bengaluru Urban,560024,ACTIVE,BBMP|GST|SHOP,89,54,46,Medium,False
KA-BLRU-560078-000213,Bangalore Snacks LLP,Bengaluru Urban,560078,CLOSED,GST|KSPCB|LABOUR|UDYAM,99,72,79,High,False
KA-BLRU-560043-000214,Srinidhi Works,Bengaluru Urban,560043,CLOSED,GST|LABOUR,96,36,67,Medium,False
KA-BLRU-560064-000215,Ananya Resins Industries,Bengaluru Urban,560064,ACTIVE,FACTORY|GST|KSPCB|LABOUR,99,72,5,Low,False
KA-MYS-570016-000216,Veda Cafe Industries,Mysuru,570016,ACTIVE,BBMP|GST|SHOP,99,54,0,Low,False
KA-BLRU-560029-000217,Siddhi Industries,Bengaluru Urban,560029,ACTIVE,FACTORY|GST|KSPCB|LABOUR|UDYAM,99,90,9,Low,False
KA-BLRU-560029-000218,Ananya Electronics Co,Bengaluru Urban,560029,DORMANT,GST|KSPCB|LABOUR|SHOP,99,72,60,Medium,False
KA-BLRR-562157-000219,Navya Precision Traders,Bengaluru Rural,562157,ACTIVE,FACTORY|GST|KSPCB|LABOUR|SHOP,87,90,1,Low,False
KA-BLRU-560024-000220,Ananya Associates,Bengaluru Urban,560024,DORMANT,BBMP|GST,72,36,100,High,True
KA-BLRU-560085-000221,Lakshmi Works,Bengaluru Urban,560085,ACTIVE,BBMP|FACTORY|GST|LABOUR|SHOP|UDYAM,99,100,19,Low,False
KA-BLRU-560024-000222,Ganesh Cafe Company,Bengaluru Urban,560024,DORMANT,GST|SHOP,96,36,47,Medium,False
KA-MYS-570016-000223,Varun Mold LLP,Mysuru,570016,ACTIVE,FACTORY|KSPCB|LABOUR|SHOP|UDYAM,87,90,27,Low,False
KA-BLRU-560076-000224,Ravi Logistics Solutions,Bengaluru Urban,560076,ACTIVE,GST|LABOUR|SHOP,77,54,7,Low,True
KA-BLRU-560037-000225,Asha Enterprises,Bengaluru Urban,560037,CLOSED,GST|LABOUR|SHOP,89,54,66,Medium,False
KA-BLRU-560066-000226,Sree Tools LLP,Bengaluru Urban,560066,ACTIVE,GST|KSPCB|LABOUR|UDYAM,99,72,26,Low,False
KA-BLRU-560034-000227,Harsha LLP,Bengaluru Urban,560034,ACTIVE,GST|KSPCB|LABOUR,89,54,17,Low,False
KA-BLRU-560059-000228,Kaveri Print Company,Bengaluru Urban,560059,ACTIVE,FACTORY|GST|SHOP|UDYAM,94,72,18,Low,False
KA-TUM-572101-000229,Lakshmi Medical LLP,Tumakuru,572101,ACTIVE,BBMP|LABOUR|UDYAM,89,54,6,Low,False
KA-BLRR-562157-000230,Kaveri Meds Pvt Ltd,Bengaluru Rural,562157,CLOSED,BBMP|SHOP,96,36,80,High,False
KA-TUM-572101-000231,Veda LLP,Tumakuru,572101,ACTIVE,GST|LABOUR|SHOP,99,54,19,Low,False
KA-BLRR-562157-000232,Aditya Tech Enterprises,Bengaluru Rural,562157,ACTIVE,FACTORY|GST|KSPCB|LABOUR,82,72,4,Low,True
KA-MYS-570016-000233,Srinidhi Traders,Mysuru,570016,DORMANT,GST|KSPCB|UDYAM,99,54,62,Medium,False
KA-BLRU-560064-000234,Prakruthi Biryani Solutions,Bengaluru Urban,560064,ACTIVE,BBMP|GST|SHOP|UDYAM,99,72,0,Low,False
KA-BLRU-560076-000235,Sahana Industries,Bengaluru Urban,560076,ACTIVE,GST|LABOUR|SHOP|UDYAM,99,72,53,Medium,False
KA-BLRU-560034-000236,Bharath Cargo Pvt Ltd,Bengaluru Urban,560034,DORMANT,BBMP|GST|SHOP,77,54,36,Medium,True
KA-BLRU-560085-000237,Sharma Print Enterprises,Bengaluru Urban,560085,ACTIVE,GST|KSPCB|SHOP|UDYAM,82,72,27,Low,True
KA-BLRU-560078-000238,Kaveri Components Enterprises,Bengaluru Urban,560078,ACTIVE,GST|KSPCB|SHOP|UDYAM,82,72,16,Low,True
KA-TUM-572101-000239,Aditya Labels Enterprises,Tumakuru,572101,DORMANT,BBMP|FACTORY|GST|SHOP|UDYAM,87,90,67,Medium,False
KA-MYS-570018-000240,Sahana Industries Co,Mysuru,570018,ACTIVE,BBMP|FACTORY|GST|KSPCB|SHOP,99,90,1,Low,False
KA-BLRU-560066-000241,Mysore Biryani Associates,Bengaluru Urban,560066,ACTIVE,GST|KSPCB|LABOUR|SHOP,99,72,30,Low,False
KA-BLRU-560029-000242,Nisarga Clinic Solutions,Bengaluru Urban,560029,CLOSED,BBMP|GST,72,36,76,High,True
KA-BLRU-560001-000243,Sharma Moulding Industries,Bengaluru Urban,560001,ACTIVE,FACTORY|GST|KSPCB|UDYAM,99,72,4,Low,False
KA-BLRU-560059-000244,Naveen LLP,Bengaluru Urban,560059,DORMANT,BBMP|GST|SHOP,77,54,81,High,True
KA-BLRR-562157-000245,Sharma Coatings Pvt Ltd,Bengaluru Rural,562157,ACTIVE,FACTORY|GST|KSPCB|UDYAM,82,72,0,Low,True
KA-BLRU-560085-000246,Ananya Labs Enterprises,Bengaluru Urban,560085,ACTIVE,FACTORY|GST|KSPCB,99,54,7,Low,False
KA-BLRR-562110-000247,Kaveri Associates,Bengaluru Rural,562110,ACTIVE,GST|KSPCB|SHOP|UDYAM,99,72,22,Low,False
KA-BLRU-560058-000248,Veda Precision Company,Bengaluru Urban,560058,ACTIVE,FACTORY|GST|KSPCB|LABOUR|UDYAM,99,90,4,Low,False
KA-BLRU-560066-000249,Deccan Precision Co,Bengaluru Urban,560066,ACTIVE,BBMP|FACTORY|GST|KSPCB|SHOP|UDYAM,92,100,2,Low,False
KA-BLRU-560064-000250,Aarohi Graphics Solutions,Bengaluru Urban,560064,DORMANT,GST|LABOUR|SHOP,99,54,79,High,False
KA-BLRU-560102-000251,Prakruthi Clinic Pvt Ltd,Bengaluru Urban,560102,ACTIVE,BBMP|GST|LABOUR|SHOP,94,72,2,Low,False
KA-BLRU-560068-000252,Sree Pharma Pvt Ltd,Bengaluru Urban,560068,ACTIVE,BBMP|GST|SHOP|UDYAM,94,72,13,Low,False
KA-BLRR-561203-000253,Bangalore LLP,Bengaluru Rural,561203,ACTIVE,BBMP|GST|SHOP,89,54,0,Low,False
KA-MYS-570016-000254,Srinidhi LLP,Mysuru,570016,DORMANT,BBMP|GST|SHOP|UDYAM,82,72,33,Low,True
KA-BLRU-560058-000255,Sharma LLP,Bengaluru Urban,560058,ACTIVE,BBMP|FACTORY|GST|KSPCB|LABOUR,99,90,5,Low,False
KA-BLRR-562114-000256,Navya Mold LLP,Bengaluru Rural,562114,ACTIVE,FACTORY|KSPCB|LABOUR|SHOP|UDYAM,99,90,20,Low,False
KA-BLRU-560064-000257,Siddhi Enterprises,Bengaluru Urban,560064,ACTIVE,BBMP|FACTORY|SHOP,89,54,13,Low,False
KA-BLRU-560078-000258,Vijaya Industries Works,Bengaluru Urban,560078,ACTIVE,FACTORY|GST|KSPCB|LABOUR|UDYAM,99,90,6,Low,False
KA-BLRU-560076-000259,Veda Logistics Works,Bengaluru Urban,560076,ACTIVE,BBMP|LABOUR|SHOP,99,54,19,Low,False
KA-BLRU-560066-000260,Siddhi Packaging Enterprises,Bengaluru Urban,560066,ACTIVE,GST|KSPCB|SHOP,77,54,17,Low,True
KA-BLRU-560029-000261,Veda Print Enterprises,Bengaluru Urban,560029,ACTIVE,FACTORY|GST|KSPCB|SHOP|UDYAM,99,90,31,Low,False
KA-BLRR-562114-000262,Meghana Spices LLP,Bengaluru Rural,562114,ACTIVE,BBMP|KSPCB|SHOP|UDYAM,82,72,31,Low,True
KA-MYS-570001-000263,Aditya Polymers Associates,Mysuru,570001,ACTIVE,FACTORY|GST|KSPCB|LABOUR|SHOP,99,90,20,Low,False
KA-BLRU-560066-000264,Veda Coatings Solutions,Bengaluru Urban,560066,ACTIVE,FACTORY|GST|KSPCB|UDYAM,94,72,17,Low,False
KA-BLRR-562114-000265,Sharma Textiles Pvt Ltd,Bengaluru Rural,562114,CLOSED,BBMP|LABOUR,72,36,100,High,True
KA-BLRU-560102-000266,Sree Print Co,Bengaluru Urban,560102,ACTIVE,BBMP|FACTORY|GST|KSPCB|SHOP|UDYAM,99,100,20,Low,False
KA-BLRR-562157-000267,Harsha Meals Industries,Bengaluru Rural,562157,ACTIVE,BBMP|GST|LABOUR,99,54,1,Low,False
KA-BLRU-560066-000268,Vijaya Moulding Solutions,Bengaluru Urban,560066,ACTIVE,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,99,100,6,Low,False
KA-BLRU-560066-000269,Nisarga Printers Pvt Ltd,Bengaluru Urban,560066,DORMANT,BBMP|GST|LABOUR|SHOP,94,72,87,High,False
KA-BLRU-560058-000270,Ananya Cafe Enterprises,Bengaluru Urban,560058,DORMANT,BBMP|GST|LABOUR|SHOP,99,72,31,Low,False
KA-BLRU-560066-000271,Bangalore Traders,Bengaluru Urban,560066,DORMANT,BBMP|GST|SHOP|UDYAM,94,72,47,Medium,False
KA-BLRU-560034-000272,Ganesh Care Company,Bengaluru Urban,560034,ACTIVE,BBMP|GST|SHOP|UDYAM,99,72,21,Low,False
KA-BLRU-560043-000273,Mysore Industries,Bengaluru Urban,560043,DORMANT,GST|KSPCB|SHOP|UDYAM,99,72,65,Medium,False
KA-BLRR-562114-000274,Omkar Cafe Industries,Bengaluru Rural,562114,ACTIVE,BBMP|GST|SHOP,99,54,12,Low,False
KA-TUM-572106-000275,Harsha Works,Tumakuru,572106,ACTIVE,FACTORY|GST|KSPCB|SHOP,82,72,7,Low,True
KA-BLRU-560029-000276,Omkar Mold Traders,Bengaluru Urban,560029,ACTIVE,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,99,100,6,Low,False
KA-BLRU-560037-000277,Bharath Clinic Associates,Bengaluru Urban,560037,ACTIVE,BBMP|SHOP,84,36,15,Low,True
KA-BLRU-560043-000278,Asha CNC LLP,Bengaluru Urban,560043,ACTIVE,FACTORY|GST|KSPCB|SHOP|UDYAM,99,90,0,Low,False
KA-BLRU-560076-000279,Varun Traders,Bengaluru Urban,560076,DORMANT,GST|SHOP,84,36,45,Medium,True
KA-MYS-570016-000280,Nandi Meals Enterprises,Mysuru,570016,ACTIVE,BBMP|GST|SHOP,99,54,4,Low,False
KA-BLRR-562157-000281,Navya Garments Works,Bengaluru Rural,562157,ACTIVE,BBMP|GST|UDYAM,89,54,42,Medium,False
KA-MYS-570016-000282,Omkar Coatings Pvt Ltd,Mysuru,570016,ACTIVE,GST|KSPCB|LABOUR|UDYAM,99,72,22,Low,False
KA-BLRU-560024-000283,Aditya Meds Co,Bengaluru Urban,560024,ACTIVE,BBMP|GST|LABOUR|SHOP,94,72,1,Low,False
KA-MYS-570001-000284,Prakruthi Packaging Enterprises,Mysuru,570001,ACTIVE,BBMP|FACTORY|GST|KSPCB|LABOUR|SHOP,99,100,0,Low,False
KA-BLRU-560059-000285,Ananya Chem Industries,Bengaluru Urban,560059,ACTIVE,GST|KSPCB|LABOUR|UDYAM,99,72,23,Low,False
KA-BLRU-560064-000286,Harsha Works,Bengaluru Urban,560064,ACTIVE,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,99,100,13,Low,False
KA-BLRU-560043-000287,Prakruthi Packaging Works,Bengaluru Urban,560043,ACTIVE,BBMP|GST|LABOUR|SHOP|UDYAM,87,90,7,Low,False
KA-BLRU-560076-000288,Nandi Moulding Company,Bengaluru Urban,560076,ACTIVE,FACTORY|GST|KSPCB|SHOP|UDYAM,87,90,1,Low,False
KA-BLRU-560076-000289,Aarohi Bakery Associates,Bengaluru Urban,560076,ACTIVE,BBMP|GST|LABOUR|SHOP|UDYAM,87,90,39,Medium,False
KA-BLRU-560068-000290,Deccan Tools Traders,Bengaluru Urban,560068,ACTIVE,FACTORY|GST|KSPCB|SHOP|UDYAM,87,90,0,Low,False
KA-BLRR-562110-000291,Lakshmi Meds Pvt Ltd,Bengaluru Rural,562110,DORMANT,GST|SHOP|UDYAM,99,54,49,Medium,False
KA-BLRU-560100-000292,Udupi Health Works,Bengaluru Urban,560100,DORMANT,BBMP|GST|SHOP,77,54,54,Medium,True
KA-BLRU-560076-000293,Siddhi Works Enterprises,Bengaluru Urban,560076,ACTIVE,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,99,100,29,Low,False
KA-BLRR-561203-000294,Nandi Tools Co,Bengaluru Rural,561203,ACTIVE,BBMP|FACTORY|LABOUR|UDYAM,99,72,30,Low,False
KA-BLRU-560024-000295,Lakshmi Kitchen Pvt Ltd,Bengaluru Urban,560024,ACTIVE,BBMP|GST|SHOP|UDYAM,99,72,14,Low,False
KA-BLRU-560058-000296,Veda Apparels Company,Bengaluru Urban,560058,ACTIVE,BBMP|KSPCB|LABOUR,77,54,32,Low,True
KA-BLRU-560068-000297,Mysore Health Industries,Bengaluru Urban,560068,ACTIVE,GST|LABOUR|SHOP|UDYAM,99,72,0,Low,False
KA-TUM-572106-000298,Aditya Works,Tumakuru,572106,CLOSED,GST|SHOP,72,36,61,Medium,True
KA-BLRU-560078-000299,Srinidhi Press Works,Bengaluru Urban,560078,DORMANT,FACTORY|GST|KSPCB|SHOP,99,72,46,Medium,False
KA-BLRU-560100-000300,Varun Systems Solutions,Bengaluru Urban,560100,ACTIVE,FACTORY|GST|KSPCB|SHOP|UDYAM,87,90,30,Low,False
KA-BLRU-560064-000301,Vijaya Fashions Pvt Ltd,Bengaluru Urban,560064,DORMANT,BBMP|GST|LABOUR|SHOP,99,72,91,High,False
KA-BLRU-560059-000302,Kaveri Wear Works,Bengaluru Urban,560059,ACTIVE,GST|KSPCB|LABOUR|UDYAM,99,72,47,Medium,False
KA-MYS-570016-000303,Prakruthi Stores LLP,Mysuru,570016,DORMANT,LABOUR|UDYAM,96,36,29,Low,False
KA-BLRU-560078-000304,Naveen Kitchen Pvt Ltd,Bengaluru Urban,560078,ACTIVE,BBMP|SHOP,72,36,20,Low,True
KA-BLRU-560064-000305,Omkar Health Enterprises,Bengaluru Urban,560064,DORMANT,BBMP|GST|SHOP|UDYAM,94,72,41,Medium,False
KA-BLRU-560001-000306,Nandi Moulding Company,Bengaluru Urban,560001,DORMANT,FACTORY|GST|KSPCB|LABOUR|UDYAM,99,90,52,Medium,False
KA-BLRU-560102-000307,Udupi Cafe Pvt Ltd,Bengaluru Urban,560102,ACTIVE,GST|KSPCB|LABOUR|SHOP|UDYAM,99,90,0,Low,False
KA-BLRU-560058-000308,Sree Mold Traders,Bengaluru Urban,560058,ACTIVE,GST|SHOP,84,36,35,Medium,True
KA-MYS-570016-000309,Harsha Pvt Ltd,Mysuru,570016,ACTIVE,FACTORY|GST|KSPCB,77,54,1,Low,True
KA-TUM-572106-000310,Sree Tech Associates,Tumakuru,572106,ACTIVE,FACTORY|GST|KSPCB|LABOUR,99,72,11,Low,False
KA-BLRU-560066-000311,Bangalore Industries LLP,Bengaluru Urban,560066,ACTIVE,BBMP|FACTORY|GST|KSPCB|UDYAM,99,90,0,Low,False
KA-BLRU-560059-000312,Naveen Printers Solutions,Bengaluru Urban,560059,DORMANT,BBMP|KSPCB|LABOUR|SHOP,82,72,65,Medium,True
KA-MYS-570018-000313,Nandi Foods Industries,Mysuru,570018,DORMANT,BBMP|FACTORY,72,36,64,Medium,True
KA-BLRU-560034-000314,Srinidhi Labels Company,Bengaluru Urban,560034,ACTIVE,LABOUR|SHOP|UDYAM,77,54,51,Medium,True
KA-BLRU-560064-000315,Kaveri Coatings Solutions,Bengaluru Urban,560064,ACTIVE,FACTORY|GST|KSPCB|LABOUR|UDYAM,99,90,22,Low,False
KA-BLRU-560034-000316,Ganesh Coatings LLP,Bengaluru Urban,560034,ACTIVE,FACTORY|KSPCB|LABOUR,89,54,20,Low,False
KA-BLRU-560037-000317,Nisarga Labels Pvt Ltd,Bengaluru Urban,560037,DORMANT,KSPCB|LABOUR|SHOP|UDYAM,82,72,80,High,True
KA-MYS-570016-000318,Lakshmi LLP,Mysuru,570016,ACTIVE,GST|SHOP|UDYAM,99,54,0,Low,False
KA-BLRU-560085-000319,Ganesh Medical Solutions,Bengaluru Urban,560085,ACTIVE,BBMP|GST|LABOUR|SHOP|UDYAM,99,90,5,Low,False
KA-BLRR-562110-000320,Navya Industrial Co,Bengaluru Rural,562110,ACTIVE,FACTORY|GST|KSPCB|LABOUR,82,72,10,Low,True
KA-BLRU-560066-000321,Asha Packaging Enterprises,Bengaluru Urban,560066,ACTIVE,FACTORY|GST|SHOP,99,54,23,Low,False
KA-MYS-570018-000322,Nisarga Circuits Enterprises,Mysuru,570018,ACTIVE,FACTORY|GST|KSPCB|SHOP|UDYAM,87,90,0,Low,False
KA-BLRU-560100-000323,Sree Enterprises,Bengaluru Urban,560100,ACTIVE,BBMP|FACTORY|GST|KSPCB|LABOUR,87,90,0,Low,False
KA-BLRU-560078-000324,Varun Industries,Bengaluru Urban,560078,ACTIVE,FACTORY|GST|KSPCB|SHOP,82,72,3,Low,True
KA-BLRU-560102-000325,Naveen Medical Solutions,Bengaluru Urban,560102,ACTIVE,BBMP|GST|LABOUR|SHOP|UDYAM,87,90,13,Low,False
